,name,moviename,peopleCd,수상횟수
728,하정우,신과함께-인과 연,10087253,18
729,주지훈,신과함께-인과 연,10069179,1
730,김향기,신과함께-인과 연,10006228,1
731,마동석,신과함께-인과 연,10021341,1
732,김동욱,신과함께-인과 연,10003967,4
733,조인성,안시성,10066899,3
734,남주혁,안시성,20279929,0
735,박성웅,안시성,10028773,0
736,유해진,완벽한 타인,10054128,7
737,조진웅,완벽한 타인,10067353,6
738,이서진,완벽한 타인,20111474,0
739,염정아,완벽한 타인,10049852,4
740,김지수,완벽한 타인,10005820,2
741,송하윤,완벽한 타인,10004264,0
742,윤경호,완벽한 타인,20277349,0
743,조진웅,독전,10067353,6
744,류준열,독전,20208626,3
745,김주혁,독전,10005749,2
746,김성령,독전,10004577,1
747,박해준,독전,20161741,0
748,황정민,공작,10090290,16
749,이성민,공작,20110148,1
750,조진웅,공작,10067353,6
751,주지훈,공작,10069179,1
752,김윤석,암수살인,10005276,14
753,주지훈,암수살인,10069179,1
754,김다미,마녀,20302909,3
755,조민수,마녀,10065830,0
756,박희순,마녀,10029595,6
757,최우식,마녀,20174763,4
758,권상우,탐정: 리턴즈,10002387,4
759,성동일,탐정: 리턴즈,10035832,1
760,이광수,탐정: 리턴즈,20111692,0
761,박보영,너의 결혼식,10028667,11
762,김영광,너의 결혼식,20128311,0
763,위하준,곤지암,20301569,0
764,박지현,곤지암,20256609,0
765,오아연,곤지암,20301590,0
766,문예원,곤지암,20302249,0
767,박성훈,곤지암,20301589,0
768,이승욱,곤지암,20302269,0
769,유제윤,곤지암,20302270,0
770,소지섭,지금 만나러 갑니다,10036685,5
771,손예진,지금 만나러 갑니다,10036883,19
772,이성민,목격자,20110148,1
773,김상호,목격자,10004448,1
774,진경,목격자,10070393,1
775,곽시양,목격자,20187987,0
776,김명민,조선명탐정: 흡혈괴마의 비밀,10004060,4
777,오달수,조선명탐정: 흡혈괴마의 비밀,10050151,7
778,김지원,조선명탐정: 흡혈괴마의 비밀,20112261,0
779,김혜수,국가부도의 날,10006380,13
780,유아인,국가부도의 날,10053802,4
781,허준호,국가부도의 날,10088453,2
782,조우진,국가부도의 날,20134255,0
783,뱅상 카셀,국가부도의 날,10030434,0
784,조승우,명당,10066380,8
785,지성,명당,10069957,0
786,김성균,명당,20127194,5
787,문채원,명당,10026825,2
788,유재명,명당,20152117,0
789,박충선,명당,10029425,0
790,백윤식,명당,10030351,5
791,손예진,협상,10036883,19
792,현빈,협상,10088975,0
793,현빈,창궐,10088975,0
794,장동건,창궐,10060114,4
795,마동석,성난황소,10021341,1
796,송지효,성난황소,20066637,0
797,김태리,리틀 포레스트,20201026,7
798,류준열,리틀 포레스트,20208626,3
799,문소리,리틀 포레스트,10026732,14
800,진기주,리틀 포레스트,20272089,0
801,강동원,골든슬럼버,10000558,5
802,김의성,골든슬럼버,10005383,4
803,한효주,골든슬럼버,10087820,4
804,김성균,골든슬럼버,20127194,5
805,김대명,골든슬럼버,20200886,0
806,심은경,궁합,10040874,5
807,이승기,궁합,10056227,0
808,김상경,사라진 밤,10004396,1
809,김강우,사라진 밤,10003507,0
810,김희애,사라진 밤,10006537,1
811,이성민,바람 바람 바람,20110148,1
812,신하균,바람 바람 바람,10040665,3
813,송지효,바람 바람 바람,20066637,0
814,이엘,바람 바람 바람,20163035,0
815,마동석,챔피언,10021341,1
816,권율,챔피언,20175963,0
817,한예리,챔피언,20090447,2
818,류승룡,염력,10019065,6
819,심은경,염력,10040874,5
820,강동원,인랑,10000558,5
821,한효주,인랑,10087820,4
822,정우성,인랑,10062025,4
823,김무열,인랑,10004099,0
824,유해진,레슬러,10054128,7
825,김민재,레슬러,20281649,0
826,이성경,레슬러,20225666,0
827,박해일,상류사회,10029474,7
828,수애,상류사회,10037539,9
829,김명민,물괴,10004060,4
830,김인권,물괴,10005410,1
831,혜리,물괴,20277049,0
832,최우식,물괴,20174763,4
833,한지민,미쓰백,10087751,2
834,김시아,미쓰백,20308909,0
835,이희준,미쓰백,10058320,2
836,유아인,버닝,10053802,4
837,스티븐 연,버닝,20215507,0
838,전종서,버닝,20282652,0
839,장동건,7년의 밤,10060114,4
840,류승룡,7년의 밤,10019065,6
841,송새벽,7년의 밤,10037095,4
842,고경표,7년의 밤,20136885,0
843,박정민,변산,20110693,5
844,김고은,변산,20125838,5
845,마동석,동네사람들,10021341,1
846,김새론,동네사람들,10004452,6
847,마동석,원더풀 고스트,10021341,1
848,김영광,원더풀 고스트,20128311,0
849,이유영,원더풀 고스트,20189016,4
850,정우,흥부: 글로 세상을 바꾼 자,10062023,0
851,김주혁,흥부: 글로 세상을 바꾼 자,10005749,2
852,정진영,흥부: 글로 세상을 바꾼 자,10062279,2
853,공효진,도어락,10001919,6
854,김예원,도어락,10004866,0
855,김성오,도어락,20111894,0
856,김희애,허스토리,10006537,1
857,김해숙,허스토리,10006221,8
858,이순재,덕구,10056199,1
859,정지훈,덕구,20235446,0
860,RM,번 더 스테이지: 더 무비,20311775,0
861,진,번 더 스테이지: 더 무비,20311792,0
862,슈가,번 더 스테이지: 더 무비,20311774,0
863,제이홉,번 더 스테이지: 더 무비,20311776,0
864,지민,번 더 스테이지: 더 무비,20311793,0
865,뷔,번 더 스테이지: 더 무비,20311773,0
866,정국,번 더 스테이지: 더 무비,10061445,0
867,박해진,치즈인더트랩,20126329,0
868,오연서,치즈인더트랩,10050563,0
869,박기웅,치즈인더트랩,10028507,0
870,유인영,치즈인더트랩,10053902,1
871,소주연,속닥속닥,20299549,0
872,김민규,속닥속닥,20227828,0
873,이유영,나를 기억해,20189016,4
874,김희원,나를 기억해,10006545,2
875,조진웅,독전: 익스텐디드 컷,10067353,6
876,류준열,독전: 익스텐디드 컷,20208626,3
877,김주혁,독전: 익스텐디드 컷,10005749,2
878,김성령,독전: 익스텐디드 컷,10004577,1
879,박해준,독전: 익스텐디드 컷,20161741,0
880,정려원,게이트,10061694,1
881,임창정,게이트,10058849,3
882,정상훈,게이트,20157462,0
883,이경영,게이트,10054755,11
884,이문식,게이트,10055401,1
885,김도훈,게이트,0,0
886,김환희,여중생A,20235266,1
887,수호,여중생A,20182416,0
888,서영희,여곡성,10035492,4
889,손나은,여곡성,20121744,0
890,이태리,여곡성,20111408,0
891,박민지,여곡성,10028642,0
892,서홍석,번개맨과 신비의 섬,20302511,0
893,홍민아,번개맨과 신비의 섬,0,0
894,유수호,번개맨과 신비의 섬,20302512,0
895,최오식,번개맨과 신비의 섬,20302529,0
896,이상철,번개맨과 신비의 섬,20302530,0
897,김수미,번개맨과 신비의 섬,20302531,0
898,김무열,머니백,10004099,0
899,박희순,머니백,10029595,6
900,이경영,머니백,10054755,11
901,전광렬,머니백,10061222,0
902,임원희,머니백,10058708,0
903,오정세,머니백,10050734,0
904,김민교,머니백,10004171,0
905,이천희,데자뷰,10057706,0
906,남규리,데자뷰,10007498,0
907,이규한,데자뷰,10054895,0
908,박인환,비밥바룰라,10029093,0
909,신구,비밥바룰라,10040262,0
910,임현식,비밥바룰라,10058908,0
911,윤덕용,비밥바룰라,20289229,0
912,김인권,배반의 장미,10005410,1
913,정상훈,배반의 장미,20157462,0
914,손담비,배반의 장미,20279149,0
915,김성철,배반의 장미,20305090,0
916,박성웅,해피 투게더,10028773,0
917,송새벽,해피 투게더,10037095,4
918,최로운,해피 투게더,20309629,0
919,혁,해피 투게더,20212946,0
920,권해효,해피 투게더,10002548,1
921,서홍석,번개맨의 비밀,20302511,0
922,유수호,번개맨의 비밀,20302512,0
923,최오식,번개맨의 비밀,20302529,0
924,이상철,번개맨의 비밀,20302530,0
925,김수미,번개맨의 비밀,20302531,0
926,김혜원,번개맨의 비밀,0,0
