"points" "reviews"
"254" "2" "왜 이영화가 천만인가? 진짜 미스테리다  "
"255" "10" "관람객good!!!완전 재밌어요!!배꼽빠지는줄 알았네요  "
"256" "10" "관람객첫장면부터끝까지넘유케하고재밌는영화였어요  "
"257" "7" "웃겨서 눈물이 날 정도는 아니고, 피식거릴 만은 함. 최근 한국영화가 하도 망작들만 나오다 보니, 무난하게만 만들어도 대박을 치는 듯.  "
"258" "10" "관람객오랜만에 빵빵 웃으면서 봤어요 ㅋㅋㅋ 진짜 특히 진선규배우님은 연기가 ....굿굿  "
"259" "10" "관람객가족끼리 보기에 손색없는 좋은영화였습니다^^  "
"260" "8" "관람객영화보고 집에와서 치킨시켰어요  "
"261" "1" "솔직히 억지웃음 왜흥행하는지 이해안됨옆 뒤 꼬맹이들이재밋어함  "
"262" "8" "관람객가볍게 웃으면서 보기 좋았습니다 !  "
"263" "10" "지금까지 이런영화는 없었다 이것이 영화인가  코미디인가?  "
"264" "8" "관람객딸램과 천만관객을 모았다는 얘기를 듣고 보긴 했네요^^색다른 코믹 정말 재미있게 보았어요^^울딸도 계속 키득키득 웃으며  간만에 암 생각없이 웃으며 본 영화가 되었어요 .배우들  모두의 연기가  좋았어요  "
"265" "10" "관람객재밋어요! 보면서 치킨 먹으러 가야겠다는 생각 ㅎㅎㅎㅎ 오랜만에 괜찮은 한국영화 본 것 같아여  "
"266" "8" "관람객재밌었어용~ 아주아주아중~  "
"267" "1" "해운대 명량 신과함께와 더불어 거품영화 등극  "
"268" "10" "처음에 아주머니 차에서 머리끄댕이잡고 내덩댕이칠때 앜ㅋㅋㅋ눈물나ㅋㅋㅋ겁나욲김ㅋㅋㅋㅋ  "
"269" "10" "관람객한국 코미디 영화중에 젤 제대로인듯  "
"270" "10" "관람객가족끼리 보기에 너무 재미있었어요  "
"271" "7" "그냥 아무생각없이 웃긴 좋지만 종종 억지웃김  "
"272" "8" "코미디 영화로는 부족함이 없었다.  "
"273" "10" "관람객지금까지 이런 코메디는 없었다 이것은 영화인가 코빅인가  "
"274" "10" "개꿀잼 영화관에서 단체로 빵빵터지면서 봄ㅋㅋ  "
"275" "9" "관람객유쾌하고 즐거운 영화~~~~  "
"276" "6" "이게  왜  천만이지? ㅋ ㅋ  넘기대를  많이한듯  평점이넘높아 . . 헐리웃  대작들이  개봉을안해서긍가. . .  "
"277" "7" "기대를 많이 했는지 많이 웃기지는 않음  "
"278" "10" "꿀잼처음부터끝까지사소한것까지도웃겻음.  "
"279" "10" "관람객대박영화내내그냥계쏙웃김  "
"280" "10" "지금까지이런맛은없었다 갈비인가 통닭인가 수원왕갈비통닭입니다~ 아 진짜 배꼽잡고웃었네요 또보고시퍼요  "
"281" "10" "관람객보는내내 웃고 긴장감있을때는 집중하게되고 처음부터 끝까지 웃는 한국 코미디영화는 드문것같은데 정말 끝까지 웃기네요^^늘어짐 없이 억지스럽지않은 영화였어요 진선규님이 정말 인상깊었고 원래도 팬이였지만 너무 연기잘하세요!또봐도 또재밌을것같아요대박나세요!  "
"282" "1" "흥행영화중 명량과 더불어 최악의 흥행영화  "
"283" "6" "관람객기대를 너무 해서 그런지 엄청 재밌진 않더라구요 극장 분위기도 그냥 조용...했네요  "
"284" "10" "관람객너무너무 재밌었던 영화! 남자친구는 또보러가자구 하네요 ㅎㅎ  "
"285" "8" "관람객오랜만에 많이 웃었습니다.  "
"286" "4" "몇번웃긴했는데 이리될 영화인지.  "
"287" "10" "관람객너무 재미있게 잘 봤어요 류승룡씨 연기 잘 하고다른 배우분들도 재미있어요  "
"288" "10" "관람객짱짱짱입니다. VOD 언제 나오나요?  "
"289" "8" "관람객잼있어요 출연진 연기도 잘 하네요  "
"290" "10" "오랫만에 실컷 스트레스를 날렸네요  "
"291" "8" "재미는 있었지만 이렇게 까지 많이 볼줄 몰랐네요. 나름 시간 보내기는 좋네요  "
"292" "10" "영화보면서 큰소리로 웃으면서 봤어요너무 재밌어요  "
"293" "10" "관람객어설픈 코미디 영화가 아닌 정통 코미디 영화로 성공 할 수 있다는 걸 보여준 영화  "
"294" "7" "예고편 출발 비디오 여행에 나오는거 보고 가면 영화 다본겁니다. 개인적으로 천만까지는 아니라고 생각되고 시기를 잘 타고난게 아닐까..  "
"295" "10" "지금까지이런영화는없었다!!  "
"296" "8" "관람객저도 웃고 주변에서 다웃었습니다 오랜만에 많이웃을수 있어서 좋았고요  이런영화가 더많이 나왔으면 좋겠습니다  "
"297" "10" "관람객들어갈때부터 나올때까지 웃다나왔음ㅋㅋ  "
"298" "6" "B급영화느낌. 킬링타임용.  "
"299" "1" "이 게 한 국 영 화 ㄷㅏ.반일반미 친북친중 개 좌빨 영화계 새기들 다  OO야 나라가 산다 OO  "
"300" "10" "관람객꿀잼ㅋ꿀잼ㅋ꿀잼ㅋ꿀잼ㅋ  "
"301" "2" "지금까지 이런 거품은없었다.  "
"302" "9" "관람객신파극도 없고 깔금하게 재미있는 영화네요~  "
"303" "5" "좀.. 억지웃음 짜내려고 하는 느낌  "
"304" "10" "관람객재밌는 영화입니다. 추천합니다.  "
"305" "10" "영화보고 평소  안먹던 치킨을  뜯게 만든 영화  "
"306" "10" "너무재밌게봤어요 ㅎㅎ  "
"307" "10" "관람객완전 내스타일 영화! 완전 웃김  "
"308" "10" "관람객오랜만에 실컷 웃으며 봤어요쓸데없는 감동, 억지 울음 포인트 없어서더 좋았어요  "
"309" "10" " 마지막 반전도 정말 재미있었다 ㅋㅋ 다들 엘리트였어 (막내의, 첫출동인데 기억이 나질 않습니다 ~~~~ 에서도 다들 웃느라 넘어감)  "
"310" "10" "기대만큼 재미있는 영화네요 연기들을 잘해서 오글거리지 않고 빵빵 터졌습니다 ~간만에 재밌는 영화 부담없이 즐겼네요 ^^ 집에 오는길에 치킨먹으러 고고 ㅋㅋㅋ  "
"311" "10" "관람객무조건 보십시오 꼭 보십시오  "
"312" "10" "관람객재밌당 ㅠ.ㅠ!! 신하균 잘생겼다!!!  "
"313" "10" "최근 이 만큼 웃음의 카타르시스를 준 영화는 없었다. 거기에 관객들이 호응한거다. 격과 질의 잣대를 들이대지 말라  "
"314" "10" "통닭덕분에 대박영화 잘 보고 왔습니다  "
"315" "1" "슬픈세상이다. 고작 이정도 영화가 웃기다고 이만큼 사람들이 몰리는거보면 얼마나 웃을 일 없는 세상인가.  "
"316" "10" "관람객계속 쉴틈없이 웃다가 나온 영화  "
"317" "10" "지금까지 이런 영화는 없었다 끝날때까지 웃긴영화  "
"318" "8" "관람객ㅋㅋ암생각없었씀다~^^  "
"319" "8" "관람객너무 기대해서 그런지 생각보단 그저그랬음  "
"320" "10" "관람객보는내내 재밌었어요 ㅎㅎ  "
"321" "8" "재밌긴한데 시기빨 탄것도 조금은 있는듯... 정치색 잔뜩 들어간 망작만 주구장창 나오다보니  "
"322" "10" "관람객2번을 보게됐는데 두번봐도 잼있고 유쾌하군요  "
"323" "10" "관람객너무 재밌어요!  내내 웃으면서 봤어요~  "
"324" "10" "진짜 너무 재밌게 봤음ㅠㅠㅠㅜ 본지 15일도 안 됐는데 또 보고 싶다ㅜㅜ  "
"325" "8" "음.. 가족들이 보기엔 욕이 너무 많이나옴... 그거빼곤 즐거운 시간이었네요. 마지막 싸울때는 조금 몰입도 떨어졋음 ㅠ  멍하니 배경음악 듣는데 좀 안어울리는듯햇음  "
"326" "10" "영화 시작하면서부터 울고 봤음 ㅋ웃다가 눈물남 ㅋㅋㅋ끝까지 재밌었어요~  "
"327" "8" "관람객감독이 작정하고 웃기려고 만든 영화여서 그런지 보통 상업영화들과는 다르게 부담없이 편하게 볼 수 있어서 좋았습니다.  "
"328" "10" "가족들이랑 봐서 진짜 계속 웃엇음  "
"329" "10" "관람객ㅋㅋㅋ 너무 웃어서 눈물났어요.  "
"330" "10" "강추!!!웃다가 영화가 끝남^^  "
"331" "8" "관람객류승룡 영화 매번 망하다가 오랜만에 성공ㅈ넉이었네  "
"332" "10" "관람객수원왕갈비치킨!!!  "
"333" "10" "관람객존잼스키!!!!완전재밌어요 ㅋㅋ  "
"334" "8" "관람객기대했던것보다 더 재미있었어요~~  "
"335" "10" "관람객한국코메디  지금까지는 믿고 안봤는데 극한직업은 괜찮았어요 재밌게 잘봤어요!  "
"336" "1" "나두 개그코드가 안맞음;;유치했는데..극장도 웃는 소리 이야기 소리에 어수선하고 영화보는데 산만했음;  "
"337" "9" "관람객가족영화 들과  가볍게 보기 좋습니다  "
"338" "10" "관람객재미있네요재미있네요  "
"339" "10" "끝날때까지 웃음소리가 들린 영화  "
"340" "10" "관람객진짜 재밌게 봤습니다.곳곳에 빵빵터지는 요소를 비롯해 여러 고된 생활상과 시대적 풍자를 많이 보여줘서 정말 신선했어요 ㅎㅎ특히 배우들도 저마다의 개성이 뚜렷해서  비중도 적절했고 대부분 만족스럽게 봤어요. ^^  "
"341" "10" "관람객역시이병헌감독님입니다~  "
"342" "10" "ㅋㅋㅋ반전 많아서좋고 일단 웃기만한 것 같네요 꿀잼이었어요  "
"343" "8" "관람객많이 웃고 잼 있었어요^^  "
"344" "9" "올해들어 제일 웃으면서봤닼ㅋㅋㅋ  "
"345" "10" "관람객지금까지 본 코믹영화 중에 가장 재밌었어요.배우들 연기도 호흡도 찰떡이였습니다.  "
"346" "6" "원이 부릅니다 그냥그래...  "
"347" "9" "관람객진짜 너무 웃겼고 배우들끼리 케미도 좋았어요!!!!지루하지 않아서 더욱 좋았으며 그냥 다 좋았어요  "
"348" "10" "관람객과하지 않은 유머 코드 굿  "
"349" "1" "한국영화 어떻게 하냐 진심...이게 천만이 넘으면 ....보다가 화가 너무 났다. 마지막에는 체념 그리고 진심 걱정  "
"350" "10" "영화 보는 내내 웃었어요 재미었어요 다음날에도 생각나는 영화 !!!  "
"351" "8" "관람객영화 내내 웃으면서 봤네요. 가볍게 보기 좋습니다~  "
"352" "10" "천만넘었다고 주위소문이 자자해서 시류에 끼고싶어서 별기대없이 봤어요.그런데 진짜 진짜 웃기네요.시간 순삭!!! 숨쉴틈없이 웃어서 얼굴이 땡기네요  "
"353" "10" "관람객남자친구 쉬지않고 웃었음 볼만핬는 영화임  "
"354" "10" "웃다가 힘이 빠질 수 있다는걸 알게된 영화 ㅋㅋ  "
"355" "9" "지치고 힘들고 답답할때 아무생각없이 유쾌하게 보면좋을영화.박장대소까진 아니지만 재밋고 유쾌한영화.신파없이 깔끔하게 재밌게 봤습니다.  "
"356" "10" "요즘에는 무거운 영화를 보기 힘들다. 무거운 감정을 느끼기가 힘들다.  가볍고 웃으면서 볼 수 있어서 좋았던 마약이 주제이긴 했지만 그래도 유쾌하게 볼 수 있는 영화. 요즘 가족끼리 보기 힘든 영화도 많은데 가족이랑 볼 수 있어서 좋았다.  "
"357" "7" "영화보면서 자꾸 피식피식 웃게 될 정도로 재밌음그냥 정말 병맛이라 좋음 ㅎㅎㅎ  "
"358" "10" "오랜만에 영화보고 맘껏 웃었어요  "
"359" "10" "관람객시작부터 끝까지 웃다나왔네요  "
"360" "6" "유머코드가 적당히 맞아서 재밌게 봤지만 진선규님 연기 멋지고요 이하늬님 연기 못해서 신하균님 부하 여자분께 제대로 밀렸습니다  "
"361" "8" "간만에 신파 없이 그냥 웃을 수 있는 한국 코미디영화. 1500만은 경쟁작 없는 개봉시기를 잘 탄거같긴 하지만... 재밌어요~  "
"362" "10" "관람객재미있내요 강추하고 다들 행복하세요~  "
"363" "10" " 류승룡과 진선규님외 3분 짱  "
"364" "4" "관람객진선규 배우님의 연기는 좋았으나 재미는 그냥....  "
"365" "10" "관람객웃고 즐기면서 본 영화입니다 감독에 의도와 딱 맞아떨어지던군여.  "
"366" "10" "관람객영화보는내내 옆에 남자친구도 잊고 집중해서 봤어요 기대 하지않고 봤는데 두번 세번 두고봐도 재밌을거 같아요!  "
"367" "10" "관람객간만에 진짜 실컷 소리내서 웃고 즐긴 영화다. 어쩜 이리 캐스팅을 잘했는지 ~~~ 꼭 봐야함!!  "
"368" "10" "관람객재미있어요 ! 웃으면서 본 영화  "
"369" "10" "관람객너무 재밌었어요. 오랫만에 감동 했습니다. 추천 합니다.  "
"370" "6" "관람객진선규님의 연기에 놀랐습니다.  "
"371" "8" "관람객재미있었읍니다...  "
"372" "10" "관람객쓸데없이 메세지 집어넣고 그러는거보다 이런 영화가 훨씬 낫다  "
"373" "10" "관람객완전 재미있게 봤어요 현실적코미디 너무 좋아요~  "
"374" "4" "기대를 너무 하고 보니까 그냥 그랬어요...ㅜ  "
"375" "10" "관람객진짜 꼭 보세요 후회안합니다!!!  "
"376" "5" "죽지 않고 다시 살아돌아온 충무로식 유우머  "
"377" "8" "꺄룰ㄹㅇ르ㅏ재밌다 재밌어  "
"378" "10" "완전 꿀잼 ㅎㅎㅎㅎ 지금까지 이런맛은 없었다하고.. 전화받을때마다 빵터짐 ㅋㅋㅋ  "
"379" "10" "볼만했음 다른 볼게 없으면 봐도 괜찮음  "
"380" "10" "우리나라 영화 본것 중에 최고라고 할 수 있음.. ㅋㅋ 웃기고  잼있음.. 연기자들 연기력 쩐다..  "
"381" "10" "관람객너무 재밌게 봤어요. 잘봤습니다  "
"382" "10" "관람객역시 이병헌감독의 언어유희? 너무 만족스럽다  "
"383" "10" "뒤로 갈수록 숨막히게 웃기다  "
"384" "10" "관람객너무재밌었습니다!!  "
"385" "10" "지긋지긋한 조폭물은 안녕~  "
"386" "10" "웃다가  시간이 언제 지나간지도 모르게 만드는 영화최고임ㅋ  "
"387" "10" "관람객재밌어요!! 지루하지않은 코믹 간만에 즐겁게봤네요!!  "
"388" "9" "관람객너무 재미있게 봤네요~~이런 영화 좀 또 만들어주세요~  "
"389" "6" "하나도 안 웃김 진심으로 친구 얼굴 2시간 보고 있는 게 더 재미있을 듯  "
"390" "9" "관람객영화 구석구석 알면 재밌고 몰라도 괜찮은 요소들(황제치킨 등)도 재밌었고, 공기화되지 않는 캐릭터들도 좋았습니다. 나이대가 있는 분들도 고민없이 웃을수 있는 개그요소들까지 오랜만에 아깝지 않게 웃고 나온 영화였습니다.  "
"391" "10" "처음엔 가족들이 극한직업 영화가 재밌을꺼같아서 봤더니 진짜로 재밌어요 여러분도 가셔서 영화보세요 ㅎㅎ가시길전에 치킨먹구가요 볼때 치킨먹고싶은생각나요  "
"392" "8" "재밌었다! 하지만 예고편을 다 챙겨봤다면 특별히 기대 이상의 것은 없는 그런 느낌이랄까..  "
"393" "9" "관람객정말 느므느므 재밌어요 ~  "
"394" "10" "관람객진짜 너~~~무 재밌었어요  "
"395" "7" "관객수는 많지만 9점대 영화는 아닌 것 같아 상쇄 차원에서 7점 드립니다.  "
"396" "10" "관람객재미있게 잘 봤습니다!!  "
"397" "10" "관람객정말 가볍게 전연령 볼수있는 영화.  "
"398" "10" "진짜 꿀잼 코믹영화에 관심있음 봐도무방할정도  "
"399" "10" "관람객완전 스트레소 해소용으로 추천!!  "
"400" "10" "관람객너무 극한적인 코미디와 심하지 않은 풍자가 너무 재미있었습니다.  "
"401" "10" "관람객류승룡 드디어 심폐소생술 성공!  "
"402" "8" "소주2병 마시고 끝까지 본 영화...  "
"403" "1" "이런영화는 일점도 아깝다  "
"404" "10" "가볍게 즐기면서 볼수 있는 영화ㅋ 간만에 재밌게 봤어요  "
"405" "1" "10년전 추석특집 영화를 TV에서 보는 기분. 재미도 감동도 없음.  "
"406" "10" "관람객즙쩌는 장면없이 쉴틈없이 웃겨요 그래서 인기가 많은듯  "
"407" "9" "관람객오랜만의 유쾌한 영화를 본거같네요..  "
"408" "9" "관람객조그 웃기긴 했네요.  그래도 유치했음 . 킬링타임용  "
"409" "8" "관람객재미있게 보았습니다~  "
"410" "6" "좌고우면 하지 않는 웃음 외길  "
"411" "10" "억지감동 없어서 너무 좋고 재밌었다  "
"412" "10" "관람객보는내내 웃음이 끈이지 않는 영화였어요~  "
"413" "10" "영화관에서만 두 번 봤는데, 처음볼 땜 배꼽 아플 때까지 웃었는데 두 번째 볼 땐 담백하고 짜임새있는 연출력에 반하고 왓어요!  "
"414" "10" "관람객최근본영화중에 정말  재미있게 봤읍니다안보신분들 보셔도 후회안합니다  "
"415" "10" "정말 재밌게 봤습니다. 킬링타임 최고  "
"416" "10" "완전재밌어요!!! 잘안웃는데 크게 웃으면서 봤네요 ㅋㅋㅋ  "
"417" "6" "재미있지만 딱500만 영화인데시간조정을 잘했네  "
"418" "9" "가볍게 볼려고 예매했는데 너무 재미있게 봤어요^^  "
"419" "10" "너무 재미있어요 또 보고싶어요  "
"420" "10" "호주 Event hall에서 본사람 손!!영화관 내에 웃음이 끊이질 않았습니다^^  "
"421" "10" "아무 생각 없이 보기 좋은 영화  "
"422" "8" "관람객재밌게 잘봤어요. 다들 한번 보세요 ㅎㅎㅎ  "
"423" "8" "재미있다 이 감독의 특색 그대로 하지만 천만은 좀... 볼거냐 안볼거냐라고 묻는다면 본다 무언가 있냐면 없다 하지만 웃기다  "
"424" "2" "평점이 너무 높아요 억지 웃음 유발해요  "
"425" "1" "1400만명????  "
"426" "10" "가족끼리 재밌게 웃고 봤어요  "
"427" "10" "관람객진짜 재밌게 봤어요. 추천합니다  "
"428" "7" "너무 과대평가인듯 딱 7점정도 수준인듯  "
"429" "7" "10번 던지면 8발이 적중되네  "
"430" "8" "그냥 저냥 웃으면서 볼만했어요이거보기전에 영화설명하는 프로보고 갔더니 재밌는 부분을 다 알고가서 별로 안웃었다는..ㅎ솔직히 근데 막 찬양할정도는 아니고 그냥..  "
"431" "10" "배꼽 빠지는줄ㅋㅋ개 추천  "
"432" "1" "별 반개도 아깝다  오버스러운연기와 말투  어울리지도않는다 액션도  가짜사운드 연발 이따위게 천만이란다  "
"433" "1" "더도말고 덜도말고 개콘, 아무거나 걸려라의 마음으로 막던짐 ㅋ, 4점주고 싶은데 평점 너무높아서 1점  "
"434" "10" "10년만에 웃음~~크게 웃음  "
"435" "2" "후회중..유머코드가 안 맞을 수는 있겠지만 유치하고 그냥 지루했어요ㅜ  "
"436" "4" "보다가 나왔어요 아까워소문발 기록발로 봤다가 선택 망해써여ㅓ  "
"437" "5" "아놔~~  억지 웃음유발 빈껍데기 코믹액션!기대를 너무해서 그런가?  7번방의선물을 기대하고 보셨다면 개실망할듯  "
"438" "4" "예고편이 전부인 영화. 기대한만큼 별로였다.. 억지웃음..  "
"439" "10" "지금까지 이렇게 재밋는 영화 오랜만이다  "
"440" "4" "초반부의 가벼운 실소, 배우들의 연기를 제외한 모든것이 별로인 영화  "
"441" "6" "재밌다는 말에 기대하고 봐서 그런지 실망이었음.. 몇일 후에 천만찍은거 보고 그렇게 볼게 없었냐는 생각들더라.  "
"442" "8" "웃느라 내용이 기억안나지만 어린 동생하고 보기엔 비속어가 많았다.  "
"443" "1" "평점이 너무 높다..  올해 최고의 빈집털이 타이밍 상을 탈 영화...  마케팅과  SNS알바팀들의 최고의 쾌거...  다른 영화들도 이번에 홍보한팀 써라....  "
"444" "6" "억지웃음이좀많았고간간히웃기긴했지만1000만넘을정도는아닌데시기를잘잡은듯ㅋ  "
"445" "1" "댓글에 한줄쓰고 10점준 사람은 댓글알바라고 보시면 됩니다.  "
"446" "1" "후회하는 중이에용 넘나리  "
"447" "10" "마지막 류승룡 너무 웃겼음ㅠㅠㅋㅋ배아파 죽는줄ㅋㅋㅋ  "
"448" "4" "솔직히 넘 기대해서 그런지 좀 별로였음 억지웃음 유발에 생각보다 많이 웃기지도 않고 작품의 질도 좀 떨어지네요 제 생각엔 천만넘을 정도의 작품은 아니고 평점7.5정도에 관객수 400만명 정도의 영화라고 생각합니다  "
"449" "9" "관람객너무 재밌게 봤습ㄴㅣ닷  "
"450" "5" "천만관객 돌파에 엄청 웃기다고 해서 기대했는데 그 정도로 유명세 탈 정도는 아닌 것 같은데 ㅠㅠ 너무 작위적인 느낌이 강해서 걍 불편한 맘으로 웃었음...  "
"451" "1" "지금껏 본 영화 중 이렇게 빡치긴 처음.웃음 감동 액션 전무한 역대급 졸작.천만몰이는 댓글알바와 마케팅의 승리.이 영화를 보는건 고문.결국중간에나옴. 끝까지보신분들정신력대단.돈과시간낭비.사기당한 더러운기분주는영화. 이딴게 평점이9점대인게 최대의 코미디  "
"452" "8" "관람객즐겁고 유쾌한 재밌는 영화  "
"453" "1" "한국영화 사상 역대급 개망작. 이런 영화가 천만을 찍는 다는 걸 보니 결국 영화 산업은 돈으로 굴러가는 세상.연기력을 논할 수도 없어. 스토리가 없으니 어떤 천재배우가 해도 의미가 없을 듯. 리뷰조작 쩐다. 부끄러운줄알아라. 쓰레기 과대포장잘했다  "
"454" "9" "신파없이 웃긴 영화 정말 좋았다. 빠른 전개도 좋음  "
"455" "6" "현실에서는 암담한 소재를 개그영화로 만드려보니까 인물들이 개연성대로면 심각한 상황과 압박감등을 아예 무시해버리고 유쾌하게 애드립치고 막나간다. 원래 영화가 다 그렇지만 이건 그 위화감이 넘 심했음. 현실도피하고 싶은 우울한 시대상을 반영한 작품인덧  "
"456" "10" "세상에 이런맛은 없었다 이것은 갈비인가 통닭인가  "
"457" "2" "마지막에 다섯명이 깡패 이십명넘게 때려잡은건 말도안되지않나??ㅡㅡ 진짜 재밌다고해서 가서봤는데 예고가 다인 영화  "
"458" "1" "장애인 비하 대사 15회 이상 하면서 소상공인 챙기는건 뭐냐 깔꺼면 소상공인도 까  "
"459" "6" "오늘 영화를 보고 왔는데 고신해철 형님이 하신 이야기가 생각이 나네요. 성공에는 반드시 운이 필요하다는..  "
"460" "1" "신발 이게 영화냐?딴 놈 놔두고 유승룡너 이게 1500만 찍을 영화라 생각해?댓글 알바 쫙 깔고  웃겨 죽는다 라느니ㅈ ㄴ 웃겼다라느니...부끄럽지도 않냐?  "
"461" "10" "관람객진짜 재미있게 봤습니다 !!  "
"462" "10" "진짜 한명 한명 다 개성 있으시고 다 재밋어서 즐기면서 봤어요 ㅋㅋㅋ 최고  "
"463" "10" "관람객류승용 좀비ㅋㅋㅋㅋ너무웃기고배우분들다  재미있어요  "
"464" "10" "와 이런거 안쓰는데 진짜 너무너무 잼있었어요 인생 영화  "
"465" "8" "관람객쉴 새 없이 웃겼어요:) 몸도 마음도 지치는 때에 두 시간 가량 아무 걱정 안하며 웃을 수 있어 좋았습니다  "
"466" "10" "관람객처음부터 끝날때까지웃게되네요  "
"467" "8" "관람객시간 가는줄 모르고 재미있게 봤어요~ 정말 웃기고 재미잇었네요  "
"468" "10" "관람객엄마랑 웃다왓어용 엄마두 만족하는 모습 보고 조아요 ㅎㅎ  "
"469" "8" "관람객막 그렇게까지는 아닌듯...  "
"470" "7" "이 영화가 천만을 넘을 만큼 짜임새가 있는 영화는 아니라고 생각하눈데;;  "
"471" "7" "관람객1234567890  "
"472" "10" "너무 재미있게 봤어요^^더 흥행하길 기원합니다!  "
"473" "10" "관람객정말 아무생각 없이 웃으며 볼 수 있어 좋았다.  "
"474" "10" "1년에 3~4번 보는영화인데 극한직업은 3번을봤다면...ㅋ  "
"475" "10" "진선규배우님 표정때문에 쉴틈 없이 웃었네요 영화 보고 집에 오는 내내 혼자 피식 거려서 사람들이 이상하게 쳐다봤어요 ! 영화 스물부터 완전 개그 코드가 딱 취저입니다 ! 아직도 안보신분 어서 보세요!  "
"476" "2" "그렇게 까지 재미있지는 않다. 시기 잘타고 볼만한 영화가 없어서 그런거 같은데... 우리나라 수준이지 뭐 ...  "
"477" "6" "음.. 볼영화가 많이 없어서 그런가 천만봤다는게 믿겨지진 않습니다만 볼만했습니다  "
"478" "2" "해외 인디영화 수입좀 하면 안되냐  "
"479" "8" "적절한 유머와 재미. 액션은 조금 지루한 감이 있었지만 전체적으로 잘만든 킬링타임 좋은 영화라고 생각합니다. 오랜만에 재밌는 영화 봤네요. 감독님과 배우분들의 센스가 좋았습니다. 웰메이드!  "
"480" "8" "엄청나게 웃기고 재밌는건 아녔는데, 타이밍이 좋은듯.  "
"481" "10" "그냥 아무생각없이 재미짐  "
"482" "10" "늦은 저녁시간에 봤었는데도 5명배우분들 다 너무 재밌게 잘봤어요!! 이 5명의 배우분 케미 또 한번 더 보고 싶네요!!  "
"483" "10" "관람객시작부터 끝날때까지 웃었네요 정말재미있어요~  "
"484" "10" "신파가 난무하는 상업영화 속에서 홀로 빛나는 코미디 영화. 때론 아무 생각없이 2시간동안 웃기만 하는 것도 필요하다고 생각함.  "
"485" "10" "100점 영화입니다. 완벽함  "
"486" "10" "관람객너무 재밌게 잘봤습니다 이것은 갈비인가 치킨인가!  "
"487" "10" "관람객큰기대없이봤는데 ㅡ매씬마다빵빵터졌어요너무재밌네요~~  "
"488" "1" "천만 돌파하고 이런 평점 나오는거보면 웃긴영화 맞는거 같은데 내감정이 메마른건지 한번도 웃질못하고 나와버렸네. 박장대소하신분들 부럽다.  "
"489" "10" "무료했던 일상에 웃음을 준 영화 ㅠㅠ 감사합니다 잘봣어요!!!!  "
"490" "8" "관람객장르에 맞게 아주 재밌고 유쾌한 영화였어요! 가볍게 친구들이나 가족들과 보기 좋은 영화에요 ㅎㅎ  "
"491" "10" "극한직업영화 보다없어진 제배꼽 찾습니다~  "
"492" "9" "관람객재밌었어요!! 저도 천만 관객 돌파에 한 몫 했습니다!!  "
"493" "9" "재밌네요. 천만들 정도로 엄청 최고는 아니지만, 재밌음.  "
"494" "1" "스크린 장악의 결과인듯  "
"495" "8" "코믹한 웃음속에 피어나는 사랑 ㅋㅋㅋ  "
"496" "2" " 1000만이 예전의 1000만이 아님을 확실히 깨닫게 해준 영화. 그이상 그이하도 아님  "
"497" "9" "많이 웃었고 속시원했던 영화. 전개도 빨라서 좋았다  "
"498" "10" "재밌었어요ㅋㅋ 억지감동도없고. 시종일관 유쾌했으  "
"499" "10" "완전재미있게봤어요ㅎㅎㅎ  "
"500" "9" "관람객정말 아무 생각 없이 웃고싶을 때 가서 보면 좋음. 웃기는 것 하나 만큼은 최고였음.  "
"501" "10" "관람객진짜 재밌네요 대사도 연기도  "
"502" "10" "다들 연기를 재밌게 해주셔서 재밌게 봤어요!  "
"503" "6" "취향차이긴한데 그냥 킬링타임영화였고 그냥 아무생각없이 보기 괜찮았지만 제발 관객수보고 이거 봐야겠다 하는사람은 없길바란다.  "
"504" "8" "관람객가볍게 보기 좋아요~ 부모님은 욕이 너무 많다고 하시네요  "
"505" "4" "세상에.. 낚였네 파닥파닥  "
"506" "10" "개꿀잼. 머리 비우고 보면 웃다가 어느새 끝나있음.  "
"507" "1" "아니 이게웃기냐??ㅅㅂ죄다 존나유치한개그더만 웃기지도않는데 뭐가 코미디라는건지 천만영화의 수치다 이건  "
"508" "4" "어느부분이웃기다는건지... 이게왜천만영화인건지 잘모르겟음....  "
"509" "6" "웃기긴한데 엄청 웃긴건 아닌데...설정이 약간 억지스럽기도 하죠...넘 기대는 하지말고 보시길  "
"510" "10" "관람객넘넘 재미있네요 최고예요  "
"511" "10" "관람객웃기겠다고 작정하고 만든 영화  "
"512" "10" "관람객영화관 내부가 웃음소리로 끊이지 않을 수 있다는 걸 처음 알았습니다 코미디영화중 당연 최고  "
"513" "10" "류승룡:...쏴..  "
"514" "1" "점수좀 일단 낮추고,, 이건 아닌듯  "
"515" "8" "관람객표정연기가 웃음포인트였네욯ㅎㅎ  "
"516" "9" "관람객진짜재밌씀진짜재밌씀진짜재밌씀진짜재밌씀진짜재밌씀진짜재밌씀진짜재밌씀  "
"517" "10" "진짜 시작부터 끝까지 미친듯이 웃으면서 봤네요  "
"518" "10" "종일울었다ㅈㄴ웃겨서 ㅋㅋ진심잼있네요 ㅍㅎㅎㅎ  "
"519" "2" "너무 작위적이고 재미없었음....웃기려고 만든 영화라 개그코드가 맞아야되는데 말장난치는 대사들도 너무 유치해서 웃음이 안나왔.. 아, 그리고 모든 캐릭터가 한명같이 느껴졌음  "
