"points" "reviews"
"520" "1" "보는 내내 입꼬리하나 미동도 안했을정도로 노잼이었음. 웃기려고 발악을 하는 영화인데 진짜 1도 안웃김.  "
"521" "8" "관람객ㅎㅎ 영화보고 집에와서Bhc 갈비레오 시켜먹었어요^^  "
"522" "10" "관람객지루하지않고 잼있었음 한번볼만한영화  "
"523" "10" "관람객완전 잼있어여~!!^^  "
"524" "10" "관람객재미있어요~~~~^^  "
"525" "6" "솔직히 재밌긴 재밌는데 천만감 영화는 아니였다  "
"526" "10" "너무 너무 재밌었어요!  "
"527" "1" "허허...허무하다... 이런영화가 천만?  "
"528" "8" "역대 관객수 2위라 그래가지고 극장 가서 봤는데 재미있었습니다^^ 추천합니당  "
"529" "1" "이렇게 안웃긴 코미디는 정말 오랜만. 이거 재밌다는 사람 이해불가임.  "
"530" "7" "관람객가족과 함께 보기 좋은 영화!  "
"531" "10" "한국영화는  의미와감동을 주려고 하지말고 그냥 웃고 즐기는 영화가 답인듯  "
"532" "10" "올만에 완젼~재미남~  "
"533" "10" "하늬누나  클래맨타인급  "
"534" "1" "코미디 빅리그에서 했던 코너 잠입수사라고 있었는데 그 코너를 영화화 한듯 하네요 고ㅡㅇ식적인 얘기가 없우니 표절 한듯  "
"535" "10" "관람객재밌습니다.재밌어요하하  "
"536" "10" "너무웃겼어다시보고싶은정도로웃겼어요ㅋㅋ  "
"537" "10" "진짜 거짓말 안하고 처음부터 끝까지 웃었다..몇년에 한번 영화관 가는데 진짜 얼마만에 잼있게 본 영화인지..처음부터 끝까지 지르할틈이 없었다..ㅋ  "
"538" "6" "관람객큰기대앙했느나 볼만함  "
"539" "10" "관람객스릴 있는코미디와 잔잔한 감동그리고 훈훈한 정이 생겨재미났습니다어머님과 오랜만에 좋은 시간여서뜻깊었습니다신하균과 류승용의역전 한판 최고 강추입니다  "
"540" "10" "영화관에서 한번도 안웃었다면 이것은 사람인가 로봇인가.  "
"541" "10" "관람객재미있었습니다.연기가 어색한 점도 없었고 특히나 마형사 담당하신 분이 잘해주셔서 좋았습니다  "
"542" "10" "의외로 이하늬 연기실력에 깜짝놀랐다 반전의 반전을 보여준것같고 왠만해선 영화보고 잘 안웃고 마음에 와닿지않은데 이건 내가 본 영화중 2번째로 재미있는것같다 또 봐도 질리지않은 스타일의 세련된 영화인것같다  "
"543" "10" "관람객처음부터 끝까지 너무 웃겨요!  "
"544" "2" "이 영화 코미디 코너 따라서 만든거 아닌가요?전에 형사들이 위장해서 장사하면서 웃기는 코미디 코너가 있었는데요  "
"545" "10" "오줌 매려운것도 잊고봣어요 레알로  "
"546" "10" "진선규님 짱 !!!누가 죽지나 않을까 아드레날린 품으며 보는 액션이 아니라 너무 좋았어요편안하게 웃을수 있는 코믹이라 진짜 좋더라구요 애들과 함께 실컷 웃었네요  "
"547" "10" "관람객기대하지 않았는데 끝까지 재밌었어요  "
"548" "10" "복잡하게 생각하지 않고 맘편하게 볼 수 있는 영화여서 더 좋았어요  "
"549" "10" "관람객평점에는 이유가 있는듯  "
"550" "8" "관람객머리 식히고 싶었는데 딱!!! 이었다  "
"551" "10" "관람객시간 잘가고 재미있게 봤습니다코믹 영화 추천드립니다  "
"552" "10" "관람객처음부터 긑까지 웃고 갑니다.  "
"553" "10" "만족합니다.*^^*  "
"554" "10" "관람객ㄹㅇ그냥 재미잇엇음1  "
"555" "10" "진짜 시간 가는 줄 모르고 웃었네요 ^^  "
"556" "1" "좀 많이거품같음 뭔가 웃음을 강요하는거같은 억지개그랑무튼 난좀 별로  "
"557" "10" "보기전에 10점주고 본다 ㅋ  "
"558" "10" "너무잼잇어서 2번봣네여  "
"559" "6" "볼만은 한데... 솔직히 중간정도부터는 졸리더라...‘범죄도시’가 되고싶었던 B급 코미디.  "
"560" "10" "관람객3번보는데도 항상 웃기는 영화  "
"561" "2" "실소정도지 박장대소까진 아닌듯..스토리도 유치하고 중간에 지루하던데..천만은 오바  "
"562" "2" "뭐가 재밌다는건지..연기는 모두 좋으나 스토리가 영..재미없음  "
"563" "10" "관람객간만에 수작! 정말 재밌었어요  "
"564" "10" "관람객재밋다나무재밋다통닭이야기  "
"565" "4" "관람객어떻게 천만을 넘었는지모르겠네  "
"566" "1" "이게 재밌나요? 정말? 진짐??전반부 피식하는장면 3개정도있었지만 웃음이자연스럽게 터져나올정돈 아님, 자의적인 웃음포인트가 불편하기도함후반부의 스토리의 개연성은 정말 개똥 공감 제로입니다. 프렌차이즈로 가면서 내용이 산으로가네요.잤어요  "
"567" "10" "완점잼나고 서민들의 고충을 알려주는영화같아서 좋았어요....한국에 이런영화가 많이 나왔으면좋겠어요처음부터빵빵터지고 지루하지않고 끝날때쯤 너무아쉽고 극한직업2도나왔음좋겠어요~~~다섯배우그대로ㅎㅎ캐스팅도 굿뜨였어요 정말 원없이웃고나왔어요♡  "
"568" "10" "관람객지금까지 봤던 코미디 영화중에 가장많이 웃었어요 ㅎㅎ 영화 좀많이 봤는데 역대급이였어요!!  "
"569" "1" "평점 10점 비율이 69% 라고?  어이없네..  "
"570" "10" "진짜 제발 명량이겨줘라 재밌게 봤다 명량 OO노잼영화 보다 졸앗다 cg도 다티나고 이순신팔아먹은 영화좀 이겨라  "
"571" "10" "오래간만에 기분좋게 웃으며 본 영화  "
"572" "10" "관람객재밋엇어여 이하늬연기잘해여  "
"573" "8" "솔직히 이 영화가 1400만이나 볼 영화였나? 그래도 신파로 꼬집어 울리려는 한국코메디계에 좋은 계기가 되길 바래요.  "
"574" "10" "관람객지 이런 영화는 없었다 이것은 영화인가  "
"575" "9" "1400만을 넘어가고 있는 이시점이 나는 뭔가 짠하다. 우리의 일상을 단순하고 웃을 수 있는 영화로 벗어나고 싶어하는 이들의 공감대  "
"576" "10" "관람객내 배꼽ㅎㅎㅋㅋ재밌어요  "
"577" "2" "관람객대사도 상황설정도 안웃기고 유치하네요 ...왜 천사백만이나 봤는지 모를 영화.., 한 세번 정도 미소짓긴 했네요  "
"578" "10" "오랜만에 신랑이랑 재밌게 봤어요~ 배우분들도 너무 연기잘하시고 대박이라는 말 밖에..ㅋㅋ 무조건 보셔야합니다♥  "
"579" "7" "그냥 딱 재밌는 영화! 1400 간건 솔직히 운도 따른듯  "
"580" "10" "개그코드 맞으면 재미있게 볼 수 있어요.  "
"581" "8" "생각없이 볼만함여화에요  "
"582" "10" "관람객진짜진짜진짜두번봐도재미잇다  "
"583" "9" "재미는 있는데  요즘 볼만한 영화가 없으니  덕분에 치고 올라가는구나  "
"584" "10" "관람객두번봤는데도 많이 웃었어욬ㅋㅋ  "
"585" "10" "현재 시간 기준 1,450만 관객수 돌파! 예고편봤을때부터 이건 대박이다! 생각했더니만.. 아니나다를까.  "
"586" "7" "관람객그냥 웃김~ 머리비우고 싶을떄 추천  "
"587" "10" "신하균 역대급 캐릭터!!!! 완전 인상깊었어요!!  "
"588" "10" "계속 웃으면서 보고 영화가 끝나고나서도 너무 재미 있어서 기분이 좋았던 영화! 각자의 캐릭터를 너무 잘 살려서 누구하나 기억안나는 배우가 없는 정도!  "
"589" "2" "이게 재밌냐?? 졸면서 봤다 진심  "
"590" "9" "진짜 웃김ㅋㅋㅋㅋ4ㄱ  "
"591" "8" "관람객재미지네요  돈 아깝지 않습니다  "
"592" "1" "정말 짜낸 웃음 돈아까움좋아하는 배우들였는데 . 한국 유치한 유머 안맞음이하늬는 드라마까지 비슷하게 연기시작하고 정말 억지 막가는 연기 .좀 힘들다  "
"593" "7" "관람객시작은 유쾌하지만 막판이 좀 딸리네요  "
"594" "10" "한국영화 싫어하는데 이영화는 인정알리타보다 볼만했음 알리타는 너무 기대를하고 봐서 그런가..  "
"595" "1" "보면서 딱 한번 피식 함 나는 이 나라 코미디랑 안 맞는득  "
"596" "1" "흥행 하길래 예고편도 안보고 간 내가 원망스럽다.. 영화관에서 본 영화중 내인생 가장 재미없었던 최악의 영화 왠만한 예능보다도 재미없었다. 그냥 페이스북에서 코빅짤이나 볼껄  "
"597" "2" "별하나도 아깝다솔직히 중간에 나가고싶었음 아무리 코미디라지만 너무 산으로 가는거아니냐? 웃음 포인트가 도대체 어디냐?  "
"598" "10" "관람객진짜 원없이 웃었네요~집에 오자마자 치킨 시켜 먹은건 안비밀~ㅋㅋ  "
"599" "10" "관람객넘!  즐거웠습니다 우리 딸은 두번째 상영...  "
"600" "10" "관람객보는내내 너무 재밌었습니다 !  "
"601" "2" "나만 노잼이었다니 ㅠㅠㅠ 당황스럽네 흠  "
"602" "10" "너무재미나게보다가 공명을 보곤.. 왜 쟤는 연기도 그냥 그렇고.. 겉도는 느낌이지? 라고생각했는데.. 막판보고 왜 그런지 이해했어요.. 평생운동만한 단순 무식 돌머리 탱커....  "
"603" "8" "관람객지루하지 않고 빠르게 전개 되는 게 재미있었고, 무겁지 않게 웃음을 유도해서 편안하게 볼 수 있었다. 결투신들은 좀 잔인한 듯했다. 재미있게 보았다.  "
"604" "10" "런닝맨에 나왔던 선한 진선규 씨가 아니네요ㅋㅋ 진짜 연기 잘하세요 다른 배우들도요! 사실 별 기대 안 하고 봤는데 진짜 기대 이상이에요 아빠도 보여드리려고 한번 더 볼 생각입니다 재밌어요! 액션도 최고고 류승룡 아저씨는 너무 많이 맞네 ㅠㅠ  "
"605" "10" "재미있어요!ㅋㅋㅋㅋ 가족들이랑 봐도 좋고 친구들이랑 봐도 좋을듯 ㅎ3ㅎ  "
"606" "10" "관람객오랜만에 가족끼리 영화보러갔는데 너무 재밌었고 일단 배우들 연기가 너무좋았을뿐더러 정말 그냥 코믹영화여서 넘 좋았네요 돈주고 또 봐도 아깝지않을영화입니다  "
"607" "8" "관람객순수하게 웃을거라면 뭐라고 건들게 없는영화 이런영화에 현실성 이런거 붙이는것도 웃긴듯  "
"608" "1" "뭐가 웃기단건지 노잼...  "
"609" "10" "관람객보는내내 웃음이 한보따리  "
"610" "8" "관람객진선규와 이동희 연기력 인정  "
"611" "6" "개봉시기가 좋았던게 아닐까...  "
"612" "10" "ㅋㅋㅋ힘들때마다 보면 웃게돼요  "
"613" "10" "관람객이거 보다가 배꼽 빠지는줄알았어요ㅋㅋㅋ  "
"614" "10" "관람객재미있었어요 과하지도 않고 너무 좋아요  "
"615" "8" "간만에 억지눈물 안짜는 코미디에 충실한 영화. 하지만 역대 2위라기엔 흠...? 이정도.  "
"616" "9" "개인적인 생각으로는 역대 2위 영화까지는...이라는 생각이 들지만 최근 한국영화중에서 가장볼만했던건 사실이다 괜히 쓸대없는 신파 따위없이끝꺼지 스트레이트로 달리는 코미디..요즘 이런영화흔허지 않다..  "
"617" "10" "재밌게 봤다~웃음이 절로 나옴  "
"618" "10" "오랜만에 재미있게 봤던 영화.스트레스가 풀린다.강추합니다!!  "
"619" "10" "잼있음 웃기고....  "
"620" "9" "예고편 보지말고  볼걸 ... 그래도 볼만한 영화  "
"621" "5" "확실하게 이 관객수가 맞긴하냐 우리나라 사람들은 별루인 영화에 관객수가 많더라구 믿지못할 관객수  "
"622" "9" "관람객예고편안보고갔으면 더 웃겼을듯  "
"623" "10" "관람객너무재미가있어서ㅓ재밌어서ㅓ재믿다  "
"624" "6" "소소하게 웃긴 영화 큰기대는 없이 보세요  "
"625" "6" "관람객솔직히 경쟁할영화가 없어서 그렇지 별로임  "
"626" "8" "재밌고 엄청 유쾌하나 마지막으로갈수록 다소유치해짐. 그래도 볼만함  "
"627" "10" "ㅋ커오여오년더아오어뎓유랼  "
"628" "10" "보는 내내 웃음 배우분들 쨩!!  "
"629" "10" "관람객이것은 갈비인가 치킨인가 ㅋㅋ  "
"630" "8" "관람객처음부터 끝까지 유쾌해여 웃고싶을때 보는 영화  "
"631" "10" "관람객너무 재밌어서 한번 더 보고 왔습니다.  "
"632" "10" "관람객시간 가는줄 모르고 웃다 왔습니다..  "
"633" "10" "진짜 뭐 걍 뭐  웃다가 울었다...  "
"634" "9" "천만도 넘었다길래 봤는데 재미있는건 인정 류승룡의 연기력이 돋보엿고, 난 남자인데 이하늬는 그전엔 별로였는데 이 영화에서 보여준 이하늬는 캐릭터 잘 살린거 같더라! 암튼 잼나게 봣음! 10점 만점까진 아닌거 같고 9점 정도;;  "
"635" "10" "관람객재밌어서 두번봤다~~  "
"636" "9" "관람객나름 재미있게 봤어요 ..  "
"637" "6" "재밋게 보긴했는데 역시 유치함이 많고 천만짜리 영화로는 안보이는데 ㅋ 천만이면 국민 1/5 이 본거냐 ㅋㅋㅋ 대단하네 이런 영화로 천만찍는것 자체가 한국이 특별하긴 함 ㅋ  "
"638" "10" "기대 안하고 갔는데 진짜 보는 내내 웃다왔어요. 최근에 본 영화중에 가장 빵터진 영화였습니닷. 추천해요!  "
"639" "10" "인생 코미디영화 top3안에 들어가는 영화..  "
"640" "10" "관람객최고의 영화예요~!!!  "
"641" "6" "관람객진짜 웃기긴 하다. 영화 말고 다른 것들이 엄청 더 웃겨서  평점을 박하게 줌  "
"642" "10" "오랫만에  끝까지 웃음!  "
"643" "10" "류승룡 다시 살아나다오랜만에 코믹 지대로 웃고 본 영화  "
"644" "8" "관람객재밌게 봤어요 8점이 적당한거같아요  "
"645" "10" "즐겁고 재밌고 유쾌함 ㅋㅋㅋ  "
"646" "1" "진짜 개별로...전혀안웃김 피식도 할까말까였네요... 옆에분들도 전혀 안웃으시던대 대체 뭐가재밌다는건지 2시간날림요  "
"647" "10" "관람객엄마랑 재밌게 보고왔네요~ 또 보고싶어요!  "
"648" "10" "관람객너무 재미있어서 영화관에서 보고 나서 한번 더 보고 싶어서 더 볼까 말까 생각중이네요  "
"649" "8" "관람객영화가 진행될수록 각자의 캐릭터도 살아나고전개도 스피디하게~웃음폭탄도 쉴새없이!!!  "
"650" "10" "관람객굳굳 초기의영화다, 최고다  "
"651" "10" "관람객시간가는 줄 모르게 엄청 웃겼어요 간만에 부담없이 편하게 웃으면서 영화본 것 같아요!  "
"652" "2" "한국 관객 수준에 경악했다  "
"653" "2" "재미있다고 엄청기대하고봤는데그닥 별로네요 .아침조조로 혼자영화관까지가서 봤는데ㅜㅜ관객들 아무도 안웃네요 .다운로드받아서 집에서볼껄  "
"654" "1" "별로던데 재미없었어요  "
"655" "8" "관람객꿀꿀한기분  다풀려서 나왔답니다  "
"656" "8" "관람객생각없이 보기엔 제격인 영화. 낄낄대며 스트레스 풀기에 좋았는데 옆사람은 왜 안웃는지 모르겠다.  "
"657" "2" "이렇게 재미없을 수가.... 일요일 밤에 하는 개그프로그램 보는 줄;  "
"658" "10" "관람객재밌어요.듣던데로  "
"659" "4" "난 솔직히 그저 그랬다 억지로 웃길려는거 같고  "
"660" "10" "관람객극한직업 미루다 이제봤는데넘 잼있게 봤네요  "
"661" "9" "관람객코믹물을 별로 안좋아하는데 극한직업 보면서 계속 웃었네요.. 재밌습니다.. 추천합니다..  "
"662" "8" "이번주에 1위 등극~~  "
"663" "10" "관람객실컷 웃고 왔어요~^^오랜만에 코미디영화보니 좋네요  "
"664" "10" "관람객가족들과 보기 좋은 영화  "
"665" "8" "불편한 장면도 없고 웃음 포인트도 많아서 부모님이랑 보기 좋았어요^-^  "
"666" "10" "관람객생각없이 웃기에 좋은 영화  "
"667" "10" "너무 재밌음이조합 또보고싶다  "
"668" "10" "오랜만에 웃으면서 볼수있는 영화였습니다^^지루할틈도 없었고~ 같이 영화본 신랑이 졸지 않고 영화본건 처음이네요~ㅎㅎㅎ  "
"669" "10" "관람객너무너무너무 재밌었어요 너무 웃겨서 눈물까지 났어요  "
"670" "10" "관람객간만에 아무 생각없이 웃었당ㅋㅋㅋ  "
"671" "10" "관람객이하늬 짱!!! 다시보고싶은영화에요~  "
"672" "10" "관람객웃겨서 힘이 다 빠지네요  "
"673" "4" "기냥 몸개그와 소소한 유머정도 . 깇타 한국영화와 차이가 없는듯. 액션도 별로.  "
"674" "10" "관람객복잡하지 않은 마음으로 즐겁게 볼 수 있는 영화여서 오랜만에 한참을 웃게 됐던 영화  "
"675" "10" "관람객진심 처음부터 계속 웃었습니다. 덕분에 하루 즐거웠습니다~^^  "
"676" "10" "아..오늘 봤는데 수원왕갈비통닭 꼭 먹어보고 싶네요!  "
"677" "10" "부모님이 원래 영화관에서 잘 주무시는 스타일인데극한직업은 끝까지 주무시지 않고 재밌게 잘 보셨어요 물론 저도 재밌게 봤습니다  "
"678" "9" "코미디장르는 높은평점 받기 쉽지않은데, 코미디부문 최고관객수 등극에 알맞게 재밌고 시간이 아깝지 않았다  "
"679" "10" "억지로 짜내는웃음포인트없이 너무웃겼고 평점 처음으로 직접 치고들어올종도로 배우분들 연기력도 대단하십니다 꼭보세요  "
"680" "6" "개봉시기잘타고 거품빨로 1500만찍은 볼만한 영화 500만 관객이면 이해하겠는데 1500만은 ㄹㅇ거품이다  "
"681" "9" "관람객별기대없이 친구를 영화보여준다고 갔는데 영화내내 웃었어요 ㅋ간만에 정말 웃었어요 ㅋ  "
"682" "2" "1500백만 이라길래 나도 봐야겠지하고 유플로 공짜로 봐서 다행. 나랑은 웃음코드가 안맞다.. 난 하나도 안웃겼어 ㅠㅠ  "
"683" "6" "정말 마음 편히 아무 생각없이 볼 수 있는 영화!  "
"684" "10" "관람객간만에 재밌는 영화~ 웃으면서 봤습니다^^  "
"685" "10" "평범하지 않음 ㅋㅋ 완전 웃김투캅스 나홀로집에 이후로 웃다옴  "
"686" "9" "재밌게봤어요 절반이 싸움 나머지 절반이 웃음요소?  "
"687" "10" "관람객미쳐썽 개꿀잼이야ㅜㅜ  "
"688" "8" "관람객액션 코미디 별로라 생각했는데 반전이 많아 재미있었음  "
"689" "10" "관람객가족끼리 보기 좋은영화  "
"690" "2" "근대 진짜 이거 재밌다고 하는 사람 진심이냐.???난 솔직히 이 영화 예전 망작 가문의영광 필 나던데...  "
"691" "5" "연기는 좋았습니다 재미는 그럭저럭이었습니다  "
"692" "10" "진선규님 너무 연기 잘하세요ㅠㅠ  "
"693" "6" "기대를 너무 많이 했네요..그래도 오랫만에 영화본걸로 만족  "
"694" "10" "관람객재밌어용~~시간가는줄 모르고봤네용  "
"695" "10" "생각없이 갔다가 배꼽 잡고 끽끽대며 웃었습니다.  배우들이 연기를 잘해서 몰입이 더 잘된 것 같아요. 코미디영화 자칫하면 유치해질 수 있는데 그런 게 없었습니다. 그냥 너~무  웃겼네요. 잘만든 코미디 영화 같아요.  "
"696" "1" "대한민국 수준을 여실히 나타내는 작품진지하게 정색빨고 보다가 세번정도 피식했다이딴 작품이 1500만을 달려간다는게 참 안타깝다  "
"697" "9" "관람객배우분들  연기력에 감탄하였습니다. 처음부터 끝까지 웃느라 정신없었어요, 좋은영화 감사합니다  "
"698" "8" "그냥 8점이 딱 적당함.  "
"699" "4" "개그코드가 맞음 잼있겠지만 난 별루  "
"700" "9" "영호 프레디머큐리인줄 알았네요만드느라 수고하셨네요  "
"701" "10" "웃겨서 눈물 흘리며 치킨을 먹고 싶다는 생각에 결국 치킨을 먹었다는...ㅋㅋ  정말 재미있게 봤습니다.  "
"702" "10" "진선규 배우님의 아련한 눈빛이 너무 인상 깊어요 !!  "
"703" "10" "너무 재밋어요 ㅠㅠ 영화 돈주고 2번 보고싶다 생각한건 처음,,,  "
"704" "10" "캐릭터 하나하나 다재미있음  "
"705" "10" "관람객정말재미있어요~ 근데 초등학생 아들이랑 보기엔 욕이 많이 나와요  "
"706" "7" "관람객웃긴게 점수 7점 . 치킨집 망하고 나서 스토리가 흐지부지 되다가 마지막에 다시 빵터진다  "
"707" "9" "관람객영화관에서 배꼽 잡고 웃은게 얼마만인지  "
"708" "6" "별5개 준 관객~!!! 쏴~ 한국영화가 흥하길 저도 바랍니다ㅜㅜ  "
"709" "7" "관람객큰 바램 없이 그냥 한바탕 웃고 나오고 싶은 사람에게 추천, 사실 1,000만 갈 정도는 아니라고 보나 경쟁작이 너무 없어서 간거임.  "
"710" "1" "2000년대 개콘 보는줄알았다 내용은 없다시피하고 유치한 말장난으로 끝남  "
"711" "1" "평점낮추기위해 1점준다.약 6점짜리인데...이거 코빅 따라한건데.. 대체 뭐가 재미있는지 모르겠다.억지웃음  "
"712" "10" "관람객재밌게 봤습니다.  처음부터 끝까지  재밌어요~!ㅎㅎㅎ  "
"713" "10" "관람객간만에 웃으면서 끝날때까지 집중하고 봤네요  "
"714" "1" "관람객이 영화보면서 느낀점은 될될 안될 안 인 걸 느꼈다.. 마케팅에 승리인가 운빨의 승리인가 솔직히 킬링타임용급보다도 좀 더 낮다고 본다... 웃은적도 거의없네요  "
"715" "10" "본중최고의영화!!극한직업이아닌극찬직업이라표현하고싶네요~~!!  "
"716" "10" "줽메재맺재ㅐ매맴네ㅐㄴ  "
"717" "10" "관람객흔한 소재를 독특하게 접근해서 재미를 더해 주었고 배우들의 열연이 한몫하여 완성도 높은 영화였습니다.  "
"718" "10" "관람객배우들의 연기.캐미가 좋았다 따지지 않고 그냥 웃기에 좋은영화  "
"719" "10" "진짜 웃다가 끝남 꼭 보세용  "
"720" "10" "관람객영화 너무 재밌었습니다. 중간중간 코믹한 요소들도 많았어요! 시간이 된다면 다시 한번 보고싶은 영화입니다.  "
"721" "10" "관람객오랜만에 많이 웃었습니다.  "
"722" "1" "B급.... 이게 평점이 높다... 미치겠다.  "
"723" "10" "관람객가족들이랑 웃으며 즐겁게 봤어요  "
"724" "10" "너무 즐겁게봤어요 ㅎㅎㅎ진짜웃김  "
"725" "10" "관람객아주아주 잘봤습니다.  "
"726" "10" "관람객간만에  끝까지 웃었네요..ㅎ  "
"727" "9" "관람객오래간만에 영와 내내 웃다 나왔어요...우울하고 지쳐있을때였는데 영화보며 웃고나니 힐링이 되네요~ 좋은 영화네요~^^  "
"728" "10" "정말 재밌고 명량 넘었으면 좋겠당  "
"729" "10" "설날 조카들을 뒤로 한채 몰래 나와 영화를 봤다. 학창시절 땡땡이를 치고 피시방을 가는 기분역시나 자리는 맨앞 하지만 극도의 쾌감을 가지고 온 나는 그자리 마저 감사했다 잠깐의 일탈은 내게 큰 행복을 주었고 너무너무 재미있었다 일탈을 선물 해준 영화  "
"730" "10" "관람객명절때 엄마모시고 가서 좋은 시간 보냈음.밤시간이라 엄니 피곤하실텐데 재미있으셨는지 안졸고 끝까지 잘보심.  "
"731" "2" "울음이 아닌 웃음의 신파극 오버도 적당히 해야지  "
"732" "7" "이영화가 흥행한거 보면 최근 한국 코미디영화가 얼마나 개판으로 만들었는지 알수 있다  "
"733" "1" "어떻게 이영화 평점이 어느가족, 가버나움, 그린북 수준이냐? 오프닝부터 어거지 농담따먹기에 수준은 예능프로 장난짓 수준인데. 솔까말 런닝맨이나 극한직업이나 개찐도찐. 한국배급사의 장난짓에 천만을찍는 짱개수준영화. 짱개들도 쓰레기영화들자국에선 1등.  "
"734" "8" "관람객아무생각안하고 웃고 나올수있어서 좋았어요  "
"735" "10" "안봐도10점 조조기다리는중요  "
"736" "8" "관람객각각의 캐릭터가 다 매력적이었음 믿고보는 류승룡, 카리스마 이동휘, 공명의 멍뭉미, 무에타이 하늬, 그리고 무엇보다 갓선규  "
"737" "10" "코믹과 잘 짜여진 이야기 또 왕의남자이후 극장에서 또 보고싶은 영화 잘 만드셨네요....   극한직업 화이팅!!!!  "
"738" "8" "웃기기 힘든 현실이 만든 천만 우리야 웃을 준비가 되어있는데 웃기려는 사람들이 어느순간 혐오종자가 되어있고 사리더라  "
"739" "8" "관람객시원하게 웃었습니다!ㅎㅎ 엄마도 좋아하심!  "
"740" "7" "관람객그냥 가볍게 볼만한 영화... 웃긴장면도 있긴하지만 난 그냥 그랬는데.. 평점 디게 높네요  "
"741" "9" "관람객가족들이랑 즐겁게 봤어요  "
"742" "10" "관람객ㅋㅋ진짜 재미있어요ㅋㅋ류승룡 얼굴만봐도 웃겨요ㅋㅋㅋㅋ  "
"743" "1" "평점이 인셉션, 인터스텔라, 어벤저스 등등 다 재꼈네?ㅋㅋ 독점 스크린 수준  "
"744" "1" "유치하며 연기마저도오바스러움극장내웃음소리거의없었고 마지막엔 화면보기도싫었음.와이프랑둘이봤고그전에본 처남댁 장인장모님 전부재미없다한영화이영화의흥행은 한국영화의퇴보  "
"745" "10" "그냥 아무 생각없이 잘 봤다. 지루한 부분도 없었고 다들 연기 웃기게 잘샜다.  "
"746" "9" "관람객그냥 두시간 후딱 갑니다. 지루하지않고, 가볍게 보기 좋아요. 기대를 많이해서 병 반개 뺐어요.  재밌어요.  "
"747" "9" "피곤한 상태로 영화 보기 시작했는데 웃다가 잠이 확 깨서 나왔네요ㅋ 그냥 편안하게 볼 수 있는 영화ㅋ  "
"748" "10" "지금 까지 이런 맛은 없었다 이것은 갈비인가. 통닭인가? 네, 수원 왕갈비 통닭입니다. ㅋ시작서부터 끝까지 웃음을 준 영화인듯.  "
"749" "10" "웃다 배꼽빠질뻔 너무 재미있게 잘 봤어요  "
"750" "6" "운좋은 영화!돈줘도 아깝지 않은그런 명화를 보고싶다.투자 좀 합시다.  "
"751" "10" "관람객인물구성도 넘 좋았고 처음부터 킅까지 잼있었습니다.  "
"752" "2" "대한민국 관객 수준을 보여주는 최악의 영화이게 천만 넘을 영화인가? 풉 아무리 대진운이좋았다고 해도 진짜 최악이다 수준들진짜 좋은영화는 안보고  "
"753" "10" "관람객넘나  넘나  재미있었어요~~~^^    빵빵터짐  ㅋㅋㅋ   뻔하지만 유쾌하게 보았네여  연기들도   좋았어요  "
"754" "10" "관람객지금까지 이런맛은 없었다이것은 갈비인가 통닭인가 수원왕갈비통닭입니다.  "
"755" "7" "관람객근래에 보기 드문 생각없이 웃으면서 들어가 웃으며 나오기 좋은 코미디영화  "
"756" "10" "아 웃겨ㅋㅋㅋㅋ 기분이 좋지 않은 상태에서 관람햇는데 어느새 깔깔대고 웃게 되더이다ㅋ 완전 취향저격  "
"757" "5" "알리타:국뽕은 끝이없구나 하이야  "
"758" "10" "한번보고 너무재미있어서 또보고싶네요  "
"759" "10" "굿 승룡이형 응원해요~~~~  "
"760" "10" "관람객개꿀잼이였음~~~~  "
"761" "10" "류승룡파워는 역시 굿굿굿  "
"762" "2" "이딴 영화가 천오백만 바라본다니 이 나라 관객들 수준 보소 ㅋㅋ 이러니 인도나 이란 태국만큼도 국제적인 감독이 안 나오지 ㅋ 양적으로 영화산업만 커지면 뭐하니 관객 수준이 개판인데 ㅋㅋ  "
"763" "8" "지금은 웃음이 필요한 시기였어요. 소상공인 이야기가 듣고 싶은 시기였고요. (마약반 이야기도 사실 지금이 적기죠.) 여성 캐릭터들도 모두 강력해서 좋았고요. 이병헌 감독님이 시류를 읽었네요.  "
"764" "10" "개재밌는데 혹시 돈받고 평점 내리니?ㅋㅎㄹ  "
"765" "1" "ㅋㅋㅋ독점지려보렸다아주 뽕을 뽑아버리네 좀 내려라  "
"766" "10" "재미있었다. 아무 생각없이 의미부여 없이 예술놀음 없이 그냥 즐기는 영화. 있는척 멋있는척 철학적인척 없이 순수하게 웃기는 영화.  "
"767" "1" "다들 알바들인가? 평점 7점이 정상인거 같은데..ㅋㅋ  "
"768" "2" "내안에그대보다 재미없었는데 이영화는 안내려가노 요즘 볼게없다진짜  "
"769" "10" "대놓고 웃기려고 만든 영화 오랜만에 제대로된 코믹이였다  "
"770" "10" "ㄹㅇ개꿀잼 진짜 봐야됨 죽기전에 꼭 봐야할 영화다 오랜만에 웃어서 힐링됨  "
"771" "8" "관람객코미디 액션 다 좋았음~~♡♡♡  "
"772" "6" "관람객과대없고 그저 친근하게 다가감이 더 웃김.그리고 그닥 지금은 볼 영화가 이거밖에 읍음.때를 잘탄 영화.  "
