,0
149,엄마가 영화보러가자해서 덕계방 포기하고 가족들이랑 영화보러왓는데 덕계방 라이브 계속 못본게 아쉽지만 극한직업 너무 웃겨서 그나마 괜찮음ㅋㅋㅋㅋㅋㅋ 극한직업 꼭 보셈 진짜 개웃김 미칠거같음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
150,"간만에 영화 잘 봤다!

극한직업 범죄 스릴러인줄 알았는데 코미디라 영화 내내 다들 웃으면서 잘 봄 "
151,극한직업 영화 재미있겠네... 보고 올까...
152,영화 극한직업 너무 웃겨서 우는 중••••••••
153,6일만에 300만명 돌파했다는 ‘극한직업’… 영화에 등장하는 후덜덜한 치킨의 갯수 http://withcast.kr/6%ec%9d%bc%eb%a7%8c%ec%97%90-300%eb%a7%8c%eb%aa%85-%eb%8f%8c%ed%8c%8c%ed%96%88%eb%8b%a4%eb%8a%94-%ea%b7%b9%ed%95%9c%ec%a7%81%ec%97%85-%ec%98%81%ed%99%94%ec%97%90-%eb%93%b1%ec%9e%a5%ed%95%98/ … @위드캐스트 님이 공유
154,<극한직업>의 확실히 강점은 '재미있다'는 것이다. 코미디 영화의 본령은 지킨 셈이다. http://omn.kr/1h11m 
155,난 오능 영화 봤어! 극한직업
156,극한직업. 재밌음^^ 이병헌 감독의 헐리우드식 속도감있는 대사에 웃다가 캐릭터들의 찰떡연기에 엄마미소 짓게하는 영화였음. 언니랑 둘이 얼마나 웃었던지. 역시 영화는 정신줄을 놓고 봐야...
157,"극한직업 진짜 친구랑 가족들이랑 보기 딱 조은ㅋㅋㅋㅋㅋㅋ넘 재밌어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
글구 영화보고 결국 치킨먹으러감 pic.twitter.com/qOSKG6fNVS"
158,#극한직업 진짜 잘 만든 코메디영화!! 너무 웃고나와 얼굴 아플정도..ㅋㅋㅋㅋㅋ 좀비 #류승룡 장박 #이하늬 살상무기 #이동휘 국대 #진선규 선출 #공명 짱 ㅋㅋㅋㅋㅋㅋㅋㅋ 선희만 찾는 #신하균 창식이 #테드창 ㅋㅋㅋ 너무 웃겨 ㅋㅋㅋㅋㅋㅋㅋ
159,영화도 봣다 극한직업 좀 빻앗는데 웃기긴 웃김 ㅜㅜ 
160,"영화 극한직업 후기!!

범죄형사물이라고 쓰고 코미디물이라고 읽는다...!
그리고 빻음요소도 특별히 없다......"
161,"저 극한직업 영화 보고 나와서
아직 엑사세 못봤는데
오늘도 찬백 장난 아니여서 엄청 떨려요"
162,오늘 극한직업 그 영화 봤는데요.... 한국 스토리들은 왜 다 그런건지 분명 형사들이 나오는 그런 장르에 막판에 개뜬금없는 연애질넣는거 1도 이해안감....
163,"왕갈비탕 한 뚝배기에 갈빗대 4개 본 적 있음?? 울언니가 나에게 하사하셨음. ㅋㅋㅋ
너 다 먹어. 
와우... 자비로우십니다...
우리 이거 먹고 영화 #극한직업 도 볼거에요! 실컷 웃으려고 만났으니까^^* 

잘 먹겠습니다!! pic.twitter.com/9FwF21I2wA"
164,극한직업 봤습니다. 1. 처음부터 끝까지 대놓고 웃기자고 만든 영화. 그 방향에 충실한 영화 2. 연출이 다소 아쉬움. 호흡을 반박자만 참았어도 더 웃긴 영화가 될 뻔 3. 예고편을 보지 않으셨다면 보지말고 가세요. 4. 조선 최고 미녀 이하늬 이렇게 열심히 영화 할 일인가 5. 경찰정복입은 하늬누나
165,@Seongyeol1991 @wowwh @infiniteyounges @kyuzizi @INFINITELKIM 빠밤! 나 영화보러왓어 원래는 말모이 보려고 했는데 한시간은 더 기다려야돼서 걍 극한직업 보려구ㅠㅠ보구나서 알려줄게 ㅋㅋㅋ혼자왔는데 한시간 기다리기엔 넘 길어ㅠㅠㅋㅋㅋㅋ pic.twitter.com/dHTdWd2Gh6
166,영화 극한직업 개재밌네ㅋㅋㅋㅋㅋㅋ 류승룡개웃겨ㅋㅋㅋㅋㅋㅋㅋㅋ
167,여러분 지성관에서 공명님 영화 보세요 극한직업 꿀잼이에요 ㅠㅠ
168,사우나에 갔다가 귀가길에 카페작업과 극장 중 망설이다 영화관람을 택했다. 시간 맞는 <극한직업> 봤는데... 세상에나 너무 웃긴 거야... 부러웠다. 캐릭터 플레이와 대사발이... 배우들 연기도 탐나고... 진선규 이하늬 멋지고 공명 귀엽고... 안웃겨도 웃긴 이동휘도 좋았다.
169,무료 영화권 쓸겸 극한직업 보러왔당 
170,출발 비디오여행류의 영화 소개 프로그램보고 나서 재밌게 본 영화가 많지 않은데... 극한직업은 참 웃겼다. 뭔 얘긴 줄 다 알고 봐도 재밌는 코미디라니. 대박이네.
171,"와.... 멋있다
영화는 극한직업 봤지만 전 드길도 보러갈겁니다!!!!! "
172,엄마가 자기 생일에 극한직업이라는 영화를 같이 보재... 어떡하지 위기다... pic.twitter.com/wuZD37dlJP
173,"""지금까지 이런맛은 없었다. 이것은 갈비인가 통닭인가 수원 왕갈비통닭 입니다."" 자꾸만 맴도는 류승룡의 명대사. ㅋㅋ 영화 ""극한직업"" 평점 10점 드립니다."
174,[문화광장] ‘극한직업’ 벌써 300만…‘천만 영화’보다 빠른 속도 (출처 : KBS | 네이버 TV연예) http://naver.me/FnLbR8VA  @bts_twt #BTS #방탄소년단
175,"영화보러!
극한직업보러갑니닷"
176,(스폰아님) 영화 ‘극한직업’ 재밌네요
177,"[대놓고 뒷담화] ‘내 안의 그놈’·‘극한 직업’, 영화는 재미있는 게 장땡! (출처 : 스포츠동아 | 네이버 TV연예) http://naver.me/FosVRaiH "
178,"내일 문화데이여서 영화를 봐야할 거 같은데
뻔히 웃기는 극한직업이냐
말모이를 볼 것이냐.... 으앙... 어렵다
#PickUpShadowhunters #SaveShadowhunters"
179,"어제 극한직업 보러갔던 얘기 ㅠㅠ
저희 어제 저랑 쟈니형이랑 마크랑 정우랑 재현이랑 영화봤어요 쉬는날이여가지구
제가!! 처음으로 잡은 아 이거 스포?
앗 안대안돼
아 근데 그 분 누구지? 공,, 공명분 연기 진짜 잘하시더라
어 떠오르는 충무로의 기대주라
ㅋㅋㅋㅋㅋㅋ pic.twitter.com/9SiwgbdRqi"
180,영화 극한직업 그거 ㅇㄸ 재밌어?
181,영화 극한직업 어떤가요 전에 재미있다고 했던거 같아서...
182,아 극한직업이 영화였군 난 사람들이 갑자기 다큐에 빠진줄
183,"영화 '극한직업'이 개봉 5일 만인 어제 300만 관객을 돌파했다. 
http://news.tvchosun.com/site/data/html_dir/2019/01/29/2019012990067.html …"
184,우리가 어떤 민족입니까? 본격 대흥민국 흥부자 영화 ㄱ <극한직업> #WATCHA
185,극한직업이라는 영화가 그리 재밌나??
186,일어나셨나요오 저는 극한직업 영화 보러갑니당
187,"좀 피곤하기는 한데...  오늘은 저 멀리로 영화 보러 간다ㅋㅋㅋ 보고 싶던 영화라 어쩔 수 없... 흑흑 가까운 영화관에서는 극한 직업이랑 뺑반 밖에 안 걸려있어 ㅗㅗ 리코도 취미가 영화라서, 같은 취미를 가졌다는 생각에 더 좋아 #오늘도간바리코리코 pic.twitter.com/rLGvypgzKq"
188,"#빔파워 

/

요즘에 핫한 '극한직업' 영화 예고편으로 패러디를 만들어 보았습니다! 

피드백은 감사히 받겠습니다 pic.twitter.com/CntHep48yG"
189,"190129 극한직업(공명님 영화) 보러간 얘기
쟈니: 그분 누구지? 그.. 공.. 공.. 공명... 와 연기 잘하.. 잘하드라.. 잘하시드라~ 
도영: 떠오르는 충무로의 기대주라구
마크: 형 공명이형이랑 친하잖아요~
도영: 장난친거잖아
마크: 아 난 또 팬들 오해할까봐ㅎ
도영: 아 약간 영호형 머리냄새나 pic.twitter.com/MYPNVYioN9"
190,웅! 극한직업 영화 재미있어! #yeowool
191,"영화 극한직업 명대사 '우리 같은 소상공인들 다 목숨걸고 일하는 사람들이야' 문가는 듣고 있나?
http://news.maxmovie.com/392201 "
192,"그 새로 개봉한 영화... 극한 직업 이엿나... 재밌다던데 보고싶다,,,,,,,"
193,"근래 본 영화 중 젤재밌어ㅋㅋ개웃곀ㅋㅋ
극한직업 ㅋㅋㅋ왕웃곀ㅋㅋㅋㅋ주인공전부웃긴뎈ㅋ류승룡 대박ㅜㅜㅋㅋ넘웅겨"
194,극한직업 재밌다! 간만에 영화 웃으면서봤음..ㅠㅠ
195,영화 극한직업 보고왓ㅅ는데 알탕장르지만 나온 여캐 두명이 너무너무 캐릭터가 좋았음 ㅜㅇ ㅜ
196,영화 극한직업 재밌어요??
197,내일 영화나보러갈까..극한직업이랑 뺑반 보고싶음
198,극한직업 재밌었다 그냥 딱 한국 코미디영화임ㅋㅋㅋㅋ
199,"영화 <극한직업>, 설 연휴 패밀리 관객들에게 권함 by 최따미 https://brunch.co.kr/@ddamimovie/1530 … #브런치 #극한직업 #극한직업후기 #설연휴영화"
200,"01.29.2019.
영화. 극한직업. "
201,그나저나 극한직업 영화 개재밌네
202,"극한직업 보고왔는데
여러분 이 영화 꼭 보세여
ㄹㅇ 꿀잼 ㅠㅠㅠㅠㅠ하늬언니 사랑해여 ㅜㅜㅜㅜㅜ"
203,"친구에게  요즘 개봉 한 ‘잠복근무’ 보자고 했더니, 그런 영화가 있냐고 말하는 친구에게... “아, 왜~ 형사들이 치킨집에 잠복근무하는데 치킨을 맛있게 만드는 바람에 맛집이 되고 블라블라블라...”  
영화제목은 극한직업 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내가 이래 ㅋㅋㅋㅋ 잠복근무라닠ㅋㅋㅋㅋㅋ"
204,여러분 내일 학교끝나고 영화보러가는데 극한직업 재밌어요??
205,"조조영화-극한직업.
처음부터 끝까지 부담없이 웃고올 수 있었다.
#혼영 #영화 #극한직업 #포토티켓 https://www.instagram.com/p/BtM-iJDBYQv/?utm_source=ig_twitter_share&igshid=dqac3411f44x …"
206,"작년에 수십,수백억을 투자한 영화는 거의 다 망하고, '완벽한 타인'이나 이번 '극한직업'이 흥행에 성공한 걸 보면, 돈 많이 투자하고 사회적 메세지, 교훈, 신파까지 다 넣는 잡탕을 만들게 아니라 그냥 적은 재료로도 '맛있는 음식'을 만들어야 장사가 된다는 사실을 다시금 일깨운다."
207,개봉 3일 만에 ‘100만’ 돌파시킨 핵웃긴 영화 ‘극한직업’ : 
208,그냥 명절 연휴에 가족끼리 보기 좋은 영화. 가볍고 쉽고 간단하다. 솔직히 내 취향은 아니지만 딱히 흠 잡을데도 없는 느낌이랄까. 배우들이 다들 연기를 왠만큼 한다. 신하균 힘 쫙 뺀 연기는 언제봐도 매력적 #극한직업
209,"'극한직업', 대박 터졌다…韓영화 오랜 가뭄에 단비"
210,"수원시는 최근 압도적인 인기를 얻고있는
#영화 #극한직업 을 패러디한
#극한고민 을 공개했습니다.

""왕갈비냐, 통닭이냐, 그것이 문제로다!""
https://blog.naver.com/hl7060/221453862422 …"
211,관객수 증가 속도가 놀라운 영화 `극한직업` 
212,여러분 극한직업 꼭 보세요!! 진짜 공명님 너무 귀여우셔 ㅠㅠ 영화보면서 이렇게 웃는거 오랜만이에여
213,"아침에 알람이 안울리는 이런 불안한 느낌으로 일어났는데,,,12시,,,,,
현타와서 1시에 독서실 가서 밥도 안먹고 1시까지 공부함ㅎㅎㅎㅎ
그래도 한번 이렇게 자니까 피곤은 쫌풀리는듯ㅜㅜㅜ 아 그리고 어젠 극한직업 보고왔는데 그냥저냥 재밌는영화,,, pic.twitter.com/TZD7rbeaeT"
214,오늘 태여나 두번째로 아빠랑 영화 봤어요.뭔가 이상하기도 하고 뭉클하네요.(머쓱). 극한직업 봤는데 진짜 ㅇㅈ 꿀으잼.
215,나 완전 영화파티야 내 안의 그놈 보고 럽셀 보고 극한직업 보고 팝콘 짱 많이 먹었어...
216,"오랜만에 영화보러 갔다왔는데 영화표를 엄마가 어쨌는지 모르겠넴..
무튼 오랜만에 코미디 영화였는데 항상 상영중간에 화장실을 가는 내가 엔딩까지 참고 참었던ㅋㅋ 꽤 재밌었던 영화! 내 기준 팀막내가 약 한 상태에서 빠따 휘두르는 부분이 제일 웃긴듯
#극한직업"
217,"2번째 영화데이트
첫번째 영화데이트 때 극한직업 광고보고 재미있겠다며 꼭 같이보자고 했었는데 정말 보고왔다는게 너무 좋았고 이번에는 다른곳,같은시간,같은영화, 옆자리에서 봤다는게 더더 좋다. 아직도 같이 할 것들 볼 것들이 많이 남았다는게 나는 더 좋아. 
앞으로도 같이봐요. 약속 pic.twitter.com/dHG798T461"
218,도영이 생일광고 볼겸 극한직업 보러왔는뎅... 영화보는사이에 애들 브이앱도 하고 유튜브도 올라오구ㅜ pic.twitter.com/2aY2XgZOZG
219,극한직업 보러왔오욤 저 영화보고 와서 트친소 잡을게요 보고 오는 사이 인알 마니 해주세욤(??????)  
220,"아 미친 극한직업 진짜 재밌어 ㅋㅋㅋㅋㅋㅋㅋㅋ 
와 나 이런 영화는 처음이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
221,"궁금해 하실지 모르겠지만 극한직업이라는 영화 저희 아빠 가게 앞에서 찍었습니다,,, "
222,"아 낼 가족들이랑 영화보는데 뺑반 볼까 극한직업 볼까 고민임.. 극한직업 진짜 재미있게 봐서 가족들도 재미있게 볼 거 같은데 뺑반 약간 지루하고 그러면 엄청 뭐라 할 거 같아서 음,,"
223,"- 행복한 대휘관 - @leedaehwi_gall 

사진 찍고 있는데 영화 관람하시는 분들 지나가시면서 '이대휘' 한 번씩은 꼭 언급하고 지나가심 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 넘 넘 행복한 영화관 ㅠㅠㅠㅠ 그리고 극한직업 꼭..! 보세요.. 저 세번째 보는데도 또 웃기네요 ..  pic.twitter.com/VllFY1ezpq"
224,여러분 영화 극한직업 보세요. 제가 15년 인생동안 종말 깡파물 나오면서 여경나오는거 처음에다가 그 여경이 무에타이 동양선수(?) 야. 이하ㄴ언니 짱멋짐. 그리고 보디가드역할로 여성분 나오는데(배우는모름) 와 그언니도 짱멋진데 무술최강이예요 제가 깡패물 마약물보면서 여자가 보스여자로 안나
225,시간 떼울랴고 극한직업 영화 본다 콜라도 없이 영화를 보다니 ㅠ 
226,님들 극한직업 보세요 영화인데 영화관 가면 할걸요 ㅜㅠ 진짜 저 왠만해서는 안 웃는데 영화 내내 계속 웃엇음ㅜㅠ탐라 계신분들 다봣으면ㅋㅋㅋ...
227,"7. 영화관에서 본 것 중에 애니메이션 제하고 원스어폰어타임이요, 아마?
8. 1954년(히치콕 레베카)
9. 꽤 많아여><
10. 하졍 필모그래피 영화
11. 추격자(엄마랑 몰래 입장하려다 들킨 경험이 있어여)
12. 그레이의 50가지 그림자
13. 클로젯
14. 아니여><
15. 타워? (원래 잘 울어요)
16. 극한직업"
228,"#시사타임즈 :: 배우 송영규, 영화 ‘극한직업’ 속 카리스마+코믹 오가는 신스틸러!  류승룡의 영원한 라이벌 ‘최반장’으로 맹활약!원츠메이커 전속 계약 체결로 다채로운 행보 잇는다![시사타임즈 = 이미경 기자] 최근 원츠메이커와 ... http://timesisa.com//news/view.html?section=9&category=16&item=&no=21718 …"
229,"배우 송영규, 영화 ‘극한직업’ 속 카리스마+코믹 오가는 신스틸러!  류승룡의 영원한 라이벌 ‘최반장’으로 맹활약!원츠메이커 전속 계약 체결로 다채로운 행보 잇는다![시사타임즈 = 이미경 기자] 최근 원츠메이커와 ... http://timesisa.com//news/view.html?section=9&category=16&item=&no=21718 …"
230,"‘극한직업’ 역대 코미디 영화 최고 오프닝 스코어, 제대로 터졌다 : http://fallout-kr.ga/bbs/board.php?bo_table=Entertainer&wr_id=4026 …"
231,"영화보자는 친구 전화에 깨서, 대충 시간대 확인. 극한직업 봐야지ㅎ"
232,"'지천명' 류승룡, 영화와 안방을 다시금 사로잡다 https://bit.ly/2RWjXM4  
#극한직업 #류승룡 #고반장 #킹덤 #브릿지경제 pic.twitter.com/kWjjQYAB13"
233,"최근 말모이 봤고 어제 극한직업봤어요.. 극한직업 최고ㅠㅠ 영화 원래 좋아하는 사람인데 최근 영화라는 존재를 잊고 살았어,,.."
234,#영화 #알리타배틀엔젤 #알리타_배틀엔젤 D-7 알리타 배틀엔젤 영화가 개봉에 앞서 대한민국 전체박스오피스 예매매출액 6위로 껑충올랐습니다.세계적인 흥행이 확정된 영화로서 당신은 알리타에게 키스를 할것이다.강력추천합니다.극한직업 영화가 완벽한 성공을 거두며 박스오피스 1위를이어갑니다. pic.twitter.com/4GDjdP68tc
235,극한직업? 뺑반?…설 연휴 어느 영화와 보내실래요? http://m.upinews.kr/news/newsview.php?ncode=1065573327175022 …
236,영화 극한직업 보신 분 계신가요? 친구가 보러가자고 하는데 음...ㅁ그렇게 막 끌리지는 않아서..
237,말모이나 극한직업 영화 보신분??
238,극한직업 보고 왔어요! 마음 놓고 웃을 수 있는 재밌는 영화였어요
239,영화 '극한직업' 개봉 8일째 400만 돌파..'국제시장'·'베테랑' 보다 빠르다 - 
240,극한직업 영화 봤다 !!!
241,영화 '극한직업' 흥행 가속페달..400만 돌파 - 
242,"요즘 극장가에서 가장 인기가 높은 영화는 '극한직업'이죠. 이 추세면 천만 관객 돌파도 점쳐집니다.

http://www.womennews.co.kr/news/articleView.html?idxno=185205 …"
243,근데 극한직업 감독이 개 쓰레기 영화 스물 감독이라니 이건 아이러니
244,영화보러왓당 극한직업
245,코빅 컨셉 가져간 영화 극한직업 
246,아 극한직업이 영화였구나..........
247,"[팝업무비]'극한직업' 7일 연속 1위…'말모이' 2위 역주행 성공
http://pop.heraldcorp.com/view.php?ud=201901300901278680694_1 …

#영화 #극한직업 #말모이 #박스오피스"
248,영화는 극한직업 
249,지성관 정재현관 가고싶은데.. 보고싶은 영화는 극한직업밖에 없어..
250,힘들어..애들 영화 보구 극한직업두 보고 왔는데 체력 바닥임 힘들어서 집 바로 왓더..
251,"준면이 오늘 영화 극한직업 보러가즤
오늘 행복한 하루 되길 바라 ヽ(•̀ω•́ )ゝ✧ pic.twitter.com/8Y9R4ImxNb"
252,극한직업 엄청 재밌게 보고 왔다. 그냥 딱 가볍게 웃고 싶을 때 가서 보면 좋을 영화. 흔한 장치들을 이용해서 웃길 줄 아는 것 같다. 그렇다고 내용 흐름이 산으로 가거나 하는 건 아니라 적당한 것 같다. 끝까지 웃긴 영화.
253,어제는 극한직업을 보고 오늘은 뺑반을 봤다. 뺑반은 여자배우들이 남자들이 했던 역할을 했다는 점이 새로웠다. 특히 범죄물(?)을 하는데 주연급들이 여자배우들이라는 점이. 이런 영화가 흥행을 한다면 여자배우를 캐스팅하는 일이 늘어나겠지?
254,여러분 극한직업 꼭 보세요 한번보세요 두번보세요 세번보세요 아니 오조오억번 보세요 그래도 안질릴듯 아 진짜 주인공들 하나같이 간지작살나요 미친 진짜로 꼭보세요 난 꿈에 나올듯 너무 좋아서 진짜 개미침요 다 너무좋아 어떡하지 아 또봐야겠어 잊을수 없는 내인생영화 아 뺑반도봐야하는데조짐
255,엄동이랑 영화 극한직업 보고 의식의 흐름에 따라 치킨 먹으러 옴ㅋㅋㅋㅋㅋㅋ
256,영화 극한직업 보고나왔는데 너무 웃기고 재밌었닼ㅋㅋㅋㅋㅋㅋㅋㅋ개꿀잼이야 진짴ㅋㅋㅋㅋㅋㅋ 이하늬배우님 장진희배우님 너무 멋있었어 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
257,극한직업 보고 정말 빠르게 휘발되는 영화 두시간 깔깔 웃고 즐기기에 뭐가 더 필요하나 싶고 출연진과 최소한의 시놉만으로도 벌써 영화 다 본 것 같은 기분이 든다면 결국 남은건 연출과 대사 연기인데 그 삼박자가 너무 돌아버린거지 류승룡과 공명은 정말 감동이다 감동ㅌㅋ그외에도 대체 디렉을
258,"아니 오늘 영화를... 보고왔거든요...
극한직업 보고 왔는데...
가만 생각해보니까
강력반 정진이 너무 보고싶은 거예요...
눈물이 낫죠....."
259,극한직업 진짜 극한으로 재밌네요 깔깔 대면서 영화 본 건 오만년만 원래 영화 끝나고 치킨 시켜 먹으려고 했는데 보기만 해도 질려서 곱창 샀어요 라스 1시간 남았다 존버하자
260,영화 극한직업 ㄹㅇ 개꿀잼
261,"난 아직 멀었다 ㅠㅠ

2월1일 NCT 도영(본명 김동영) 생일축하노래 불러주려 이것저것 
검색 하다가...
영화 극한직업 배우 공명 (본명 김동현) 이.. 친형 이라는 것을 이제서야 알게됨..

설마... 이거 
나보다 더 늦게 안 사람 없겠지?"
262,"극한직업
보고왓는데
진심존나웃기고잼따
오늘 문화의 날
영화 오천원
우리집엽에
영화관
사람 꽉 차잇는거
진ㅋ자 처음봣어
진짜진짜 처음봣어"
263,아 극한직업 저번주 토요일에 봤는데 진짜 너무 재밌음 진짜 꼭보세요 제 옆에분 너무 웃겨서 모르는 분인데 웃다가 저 때렸어요 영화가 너무 웃기고 재밌어서 옆에 누가 있는지 신경도 못쓰고 웃게된답니다 진짜 꼭 보세요.
264,영화보러가용 ~~~ 극한직업 보신 분 ??
265,"영화 보고싶다, 나도. 영화보고 나도 막 자랑하고 싶다. 우리 투슬리스도 보고 멋쟁이 누님 나오는 극한직업도보고 뺑반도보고 영화 보고싶다. 왜 못보냐고? 일하니까. 씨발.. 사장아, 하루만 쉬게 해줘. 그럼 내가 이틀치를 하루에 다할게. 아니면 아무나 영화보고와서 그림으로 나한테 말해줘. pic.twitter.com/7IRJdIYzlC"
266,"얼마전 수요 문화의날을 알게되서
400만이라는 극한직업 보러왔다
얼마만의 영화인지
와 사람많다"
267,"#극한직업_트친소
지금까지 이런 영화는 없었다. 이것은 2차각인가 3차각인가, 안녕하세요! 같이 극한직업 파요! 흔적 주시면 마형사님이 타고 계시던 오토바이 훔쳐서 달려옵니다~ (찡긋"
268,오늘 개학이라 학교갔는데 과학시간에 평소에도 혼영 자주한다던 과학쌤이 영화얘기해서 반에 어떤애가 내안의 그놈 봤어요 쌤? 이래서 어 재밌드라 그래서 내가 맞죠 쌤! 이랬더니 최근에 본 영화중에서 내안의 그놈이 제일 재밌었대 ㅠㅠ 극한직업보다도 ㅠㅠ 진영오빠 팬부심 뿜뿜.. 뿌듯
269,"극한직업 영화 재밌었어요 코미디 영화, 수사물 그닥 좋아하지 않는데 이건ㅋㅋㅋ 감독님이 웃음 코드를 아시는 분ㅋ"
270,정한이 어제 밤에 찬이랑 영화 <극한직업> 보고 왔다구.. 엄청 재미있다 그래서 기대하고 갔는데 그 정도는 아니었다고 함
271,아빠가 영화 다운받아두래. ... 크어억.. 졸려.. 내가 극한 직업 보러가쟷는데 이모 잔대..ㅠ
272,"ㅎㅎㅎㅎㅎ우울할 때 코믹영화!!!!
#극한직업 #영화 #추천 #영화추천
#코믹영화 #재밌음 #이하늬 #류숭룡 #이동휘 #진선규 #공명 #ㅋㅋㅋㅋ pic.twitter.com/pa8lVgXHqd"
273,"'극한직업', 대박 터졌다…韓영화 오랜 가뭄에 단비"
274,"시사타임즈 :: 배우 송영규, 영화 ‘극한직업’ 속 카리스마+코믹 오가는 신스틸러!  류승룡의 영원한 라이벌 ‘최반장’으로 맹활약!원츠메이커 전속 계약 체결로 다채로운 행보 잇는다![시사타임즈 = 이미경 기자] 최근 원츠메이커와 ... http://timesisa.com//news/view.html?page=1&section=9&category=16&no=21718 …"
275,앗 봐야지... 극한직업두 그렇구 요즘 영화 재미져용.
276,라고 하지만 정말 잠을 설쳤다 새벽 내내 생각나서 보고 싶어서. 내가 조금만 더 일찍 잤더라면 이렇게 초췌한 몰골로 출근하지 않아도 됐을텐데ㅜ 그래도 출근은 했고... 오늘은 영화를 보러 갈것이다 극한 직업 보면서 조금이라도 슬픈 마음 잊을래ㅜㅜ 셩우야 민연아 보고싶어
277,극한직업 최고의 영화..
278,극한직업 감독=스물 감독임...그 15세 관람가면서 섹스 시발 병신 같은 비속어 혐오 단어 불쾌한 섹드립 다 때려넣고 주인공이 여자한테 작업 걸어서 어떻게 해보려는거 주인공 친구들이 숨어서 훔쳐보던 그 개빻은 영화요...이사람 영화 다 알탕이고 망했으면 좋겠음
279,이번주 일욜에 영화 볼 건데 뺑반 볼까 극한직업 볼까
280,영화 극한직업보신분운
281,"곧 우리 도영전하의 생신입니다. 
축하하는 의미로 2월 2일 12시에 RT하신 분들 중에 추첨을 통해 8분들께 공명씨가 출연한 '극한 직업'의 영화표 한장을 무료로 드립니다
당첨자는 2월 2일-2월 3일의 원하시는 시간의 영화표를 정할 수 있습니다. 단 도영의 생일 응원이 있는 CGV만 선택 가능합니다 pic.twitter.com/D1wt3egD96"
282,"+) 도영데이 기념 .. 울 도영팬클럽 횐님들도 즐거운 하루 되셨으면 하는 마음에 별건 아니지만 작은 이벤트 진행합니다! 해당 리트윗 해주시는 분 중 추첨해서 기프티콘 보내드릴게요. (영화예매권 2매입니다.. 극한직업 봐줘..)

#HAPPYDOYOUNGDAY 
#우리왕쟈님_생신이야
#도영왕쟈님_생일축하해 pic.twitter.com/aZARdpckcj"
283,보러가는 영화 이름은 극한직업이래......
284,영화 극한직업(2019) 김영호 비공식 수동봇 
285,"우리 왕쟈님 생신 기념 이벤트

도영이 덕분에 받은 행복이 너무 커요
별 건 아니라도 나누고 싶습니다

RT 추첨 공명이 형 영화 극한직업 아직 안 보신 분들 보시고 도영이 광고도 보시라고 CGV 영화 관람권 드릴게요!

당발은 2월 2일 도영시

#쓰앵님_도영이_생일축하_해야돼요 pic.twitter.com/owmVfPqgHp"
286,"‘극한직업’이냐 ‘뺑반’이냐… 연휴 무슨 영화 볼까

한국 영화 대표 주자로 나선 ‘극한직업’과‘뺑반’

https://goo.gl/a331vH  pic.twitter.com/RYwXfwcjKk"
287,영화표 이벤트할때 도프분들 극한직업 홍보 하는거 넘 귀여워ㅋㅋㅋ멋진 동형제
288,영화 극한직업 우리공방 바로 앞에서 찍었다 공방 건물 계속 나와 근데 언제찍고갔어요..? 저는 누구도 못봤는데여
289,엄마가 내 카톡프사 보고(아미밤 상영회 때 찍음) 콘서트 다녀왔냐고 그래서 아니 영화보고왔어! 하는데 영화관인데 응원봉을 들어? 하길래 또 콘서트 찍은 영화야 하니까 그럼 그건 영화여 콘서트여 근데 왜 영화관에 그걸 들고가 하셔서 열시미 설명했고 결국 엄마 극한직업 보고싶대(ㅋㅋ)
290,2019년 첫 천만 영화 <보헤미안 랩소디>일줄 알았는데 <극한직업>이 그 자리를 차지할 분위기. 하긴 나도 연휴에 효도영화로 한번 더 봄ㅠㅠㅋㅋ
291,"능수능란한 영화, ‘극한직업’
https://ppss.kr/archives/186329 

영화 극한직업은 상당히 재미있는 형사 코미디물이었다. 감독은 관객의 관습적 기대를 잘 파악하고 있었고, 그 기대들과 밀당을 하며 재미를 뽑아내고 있었다. pic.twitter.com/hcEPDuakTb"
292,"영화 극한직업, 보는내내 마음의 걸림없이 웃었다. 그래서, 매우 씁쓸한 여운."
293,"극한 직업. 똑똑하게 잘 만든 오락영화네 
엄청 웃었음 ㅋㅋㅋㅋㅋㅋ"
294,"롯시에서 CGV로 바꿨습니다  멍청이같이 도영이 생일광고가 있다는걸 잊고 있었네요ㅠㅜ 영화는 당연히 극한직업 아시죠?^.<
극한직업 꿀잼입니다 꼭 보러가세용(*^o^*)<<뜬금영업 "
295,도영프사들이 김도영 생일이라고 영화예매권 알티이벤트 하는것도 웃긴데 극한직업 봐달라는게 참..엔시티일이칠 사랑하는 공명같고 참 귀엽다
296,설날에 동생들 데리고 영화봐두 되냐고 물어바야겟다 극한직업 보고싶어..스물 진짜 손에 꼽을정도로 재밋게봐서ㅠㅠㅠㅠ
