,directors,peopleCd,role,movie,totalpeople
1297,김용완,20164846,감독,10월 단편 상상극장-제8회 대단한 단편영화제 수상작 모음,-1
1298,김용완,20164846,감독,2015 우수 단편영화 상영 03,-1
1299,김용완,20164846,감독,"이 별에 필요한(Daytime Moon)
",-1
1300,김용완,20164846,감독,"리턴매치(Return Match)
",-1
1301,김용완,20164846,감독,"그녀의 단속반(Intervention)
",-1
1302,김용완,20164846,감독,"바코드맘(Bar-code Mom)
",-1
1303,김용완,20164846,감독,"서툰 외면(Unskilled Refuse)
",-1
1304,연상호,10049814,감독,"염력(Psychokinesis)
",990104
1305,연상호,10049814,감독,콕!애니 - [섹션2] VIEW : 세상보기,-1
1306,연상호,10049814,감독,"서울역(Seoul Station)
",147031
1307,연상호,10049814,감독,"부산행(TRAIN TO BUSAN)
",11565479
1308,연상호,10049814,감독,연상호 감독 특별전 : 지옥의 시네마,-1
1309,연상호,10049814,감독,7월 수요단편극장 “연상호 감독 특별전”,-1
1310,연상호,10049814,감독,"집으로(The Way Home)
",-1
1311,연상호,10049814,감독,"제14회 미쟝센 단편 영화제 웃는 게 웃는 게 아니야(Are You Laughing Now?)
",-1
1312,연상호,10049814,감독,"사이비(The Fake)
",22070
1313,연상호,10049814,감독,"창(The Window)
",-1
1314,연상호,10049814,감독,"SICAF2015 연상호 단편선(SICAF2015 YOEN Sang-Ho Short Films)
",-1
1315,연상호,10049814,감독,"돼지의 왕(The King of Pigs)
",19340
1316,연상호,10049814,감독,"사랑은 단백질(Love is Protein)
",-1
1317,연상호,10049814,감독,"인디애니박스:셀마의 단백질 커피(Selma'S Protein Coffee)
",-1
1318,연상호,10049814,감독,"지옥: 두개의 삶(The Hell (Two Kinds of Life))
",-1
1319,연상호,10049814,감독,"지옥(The Hell)
",-1
1320,연상호,10049814,감독,인디포럼2015 특별2,-1
1321,김지운,10005852,감독,"인랑(ILLANG : THE WOLF BRIGADE)
",897548
1322,김지운,10005852,감독,"밀정(The Age of Shadows)
",7500420
1323,김지운,10005852,감독,제13회 미쟝센 단편영화제 김지운 단편 특별전1,-1
1324,김지운,10005852,감독,제13회 미쟝센 단편영화제 김지운 단편 특별전2,-1
1325,김지운,10005852,감독,제13회 미쟝센 단편영화제 김지운 감독 마스터클래스,-1
1326,김지운,10005852,감독,"사랑의 가위바위보(One Perfect Day)
",-1
1327,김지운,10005852,감독,"더 엑스(The X)
",-1
1328,김지운,10005852,감독,"라스트 스탠드(The Last Stand)
",66698
1329,김지운,10005852,감독,"인류멸망 보고서(Doomsday Book)
",97916
1330,김지운,10005852,감독,인류 멸망 보고서 '천상의 피조물',-1
1331,김지운,10005852,감독,"악마를 보았다(I Saw The Devil)
",1848418
1332,김지운,10005852,감독,"악마를 보았다 감독판(I Saw The Devil: Director's Edition)
",-1
1333,김지운,10005852,감독,"선물(Present)
",-1
1334,김지운,10005852,감독,"좋은 놈, 나쁜 놈, 이상�
1ea0
� 놈(The Good, The Bad, And The Weird)
",6686912
1335,김지운,10005852,감독,"좋은 놈, 나쁜 놈, 이상한 놈(칸버전)(The Good, the Bad, and the Weird(Cannes Version))
",-1
1336,김지운,10005852,감독,"달콤한 인생(A Bittersweet Life)
",1271595
1337,김지운,10005852,감독,"장화, 홍련(A Tale Of Two Sisters)
",3146217
1338,김지운,10005852,감독,"사랑의 힘(The Power Of Love)
",-1
1339,김지운,10005852,감독,"쓰리(Three)
",-1
1340,김지운,10005852,감독,"쓰리 메모리즈(Three Memories)
",-1
1341,김지운,10005852,감독,"커밍 아웃(Coming Out)
",-1
1342,김지운,10005852,감독,"반칙왕(The Foul King)
",-1
1343,김지운,10005852,감독,"조용한 가족(The Quiet Family)
",-1
1344,김대웅,20287367,감독,"레슬러(LOVE+SLING)
",771141
1345,변혁,10031397,감독,"상류사회(High Society)
",768442
1346,변혁,10031397,감독,His Concern,-1
1347,변혁,10031397,감독,"주홍글씨(The Scarlet Letter)
",1437549
1348,변혁,10031397,감독,"인터뷰(Interview)
",-1
1349,변혁,10031397,감독,"어머니의 여름(Mother's Summer)
",-1
1350,변혁,10031397,감독,"올슨(Olson)
",-1
1351,변혁,10031397,감독,"호모 비디오쿠스(Homo Videocus)
",-1
1352,허종호,10088447,감독,"물괴(Monstrum)
",723622
1353,허종호,10088447,감독,"성난 변호사(The Advocate : A Missing Body)
",1128288
1354,허종호,10088447,감독,"카운트다운(Countdown)
",471547
1355,허종호,10088447,감독,"승부(Round)
",-1
1356,이지원,10057572,감독,"미쓰백(Miss Baek)
",721838
1357,이지원,10057572,감독,"그녀에게(Talk To Her)
",-1
1358,이창동,10057659,감독,"버닝(BURNING)
",528153
1359,이창동,10057659,감독,"시(Poetry)
",222017
1360,이창동,10057659,감독,"밀양(Secret Sunshine)
",1710364
1361,이창동,10057659,감독,"오아시스(Oasis)
",-1
1362,이창동,10057659,감독,"박하사탕(A Peppermint Candy)
",-1
1363,이창동,10057659,감독,"초록물고기(Green Fish)
",-1
1364,추창민,10072983,감독,"7년의 밤(Seven Years of Night)
",528007
1365,추창민,10072983,감독,"광해, 왕이 된 남자(Masquerade)
",12319542
1366,추창민,10072983,감독,"그대를 사랑합니다(Late Blossom)
",1645126
1367,추창민,10072983,감독,"사랑을 놓치다(Lost In Love)
",529138
1368,추창민,10072983,감독,"마파도(Mapado: Island of Fortunes)
",3090467
1369,추창민,10072983,감독,"사월의 끝(The End of April)
",-1
1370,이준익,10057485,감독,"박열(Anarchist from the colony)
",2359174
1371,이준익,10057485,감독,"변산(Sunset in My Hometown)
",490033
1372,이준익,10057485,감독,"동주(DONGJU; The Portrait of A Poet)
",1169335
1373,이준익,10057485,감독,"사도(The Throne)
",6246849
1374,이준익,10057485,감독,"소원(Hope)
",2711071
1375,이준익,10057485,감독,"봄날의 입맞춤(Kisses from Spring)
",-1
1376,이준익,10057485,감독,"평양성(Battlefield Heroes)
",1717566
1377,이준익,10057485,감독,"구르믈 버서난 달처럼(Blades of Blood)
",1407681
1378,이준익,10057485,감독,"님은 먼 곳에(Sunny)
",1706576
1379,이준익,10057485,감독,"즐거운 인생(The Happy Life)
",1263835
1380,이준익,10057485,감독,"라디오 스타(Radio Star)
",1879501
1381,이준익,10057485,감독,"왕의 남자(King And The Clown)
",12302831
1382,이준익,10057485,감독,"황산벌(Once Upon A Time In A Battlefield)
",2771236
1383,이준익,10057485,감독,"키드캅(Kid Cop)
",-1
1384,임진순,10058831,감독,동네사람들,460200
1385,임진순,10058831,감독,"슈퍼스타(Super Star)
",1570
1386,임진순,10058831,감독,"일월영측(Full Moon Full Sun)
",-1
1387,임진순,10058831,감독,"원격조정(Remote Controll)
",-1
1388,조원희,10066770,감독,"원더풀 고스트(THE SOUL-MATE)
",450190
1389,조원희,10066770,감독,"죽이고 싶은(Enemy At The Dead End)
",133079
1390,조근현,10065272,감독,"흥부: 글로 세상을 바꾼 자(Heung-boo: The Revolutionist)
",416303
1391,조근현,10065272,감독,"번개맨(Bungaeman)
",69303
1392,조근현,10065272,감독,"봄(Late Spring)
",14780
1393,조근현,10065272,감독,"26년(26 Years)
",2963449
1394,이권,10054870,감독,"도어락(Door Lock)
",15816
1395,이권,10054870,감독,"내 연애의 기억(My Ordinary Love Story)
",46775
1396,이권,10054870,감독,"꽃미남 연쇄 테러 사건(Attack on the Pin-up Boys)
",110905
1397,이권,10054870,감독,"겁쟁이들이 더 흉폭하다(Cowardly Vicious)
",-1
1398,민규동,10027774,감독,무서운 이야기2'444',-1
1399,민규동,10027774,감독,"허스토리(Herstory)
",336100
1400,민규동,10027774,감독,"무서운 이야기 3 : 화성에서 온 소녀(Horror Stories III)
",97804
1401,민규동,10027774,감독,"제15회 미쟝센 단편영화제 김태용 단�
1da3
�� 특별전 1(KIM Tae-yong Short film special 1)
",-1
1402,민규동,10027774,감독,"간신(The Treacherous)
",1110246
1403,민규동,10027774,감독,"무서운 이야기 2(Horror Stories II)
",495522
1404,민규동,10027774,감독,"무서운 이야기(Horror Stories)
",331760
1405,민규동,10027774,감독,"내 아내의 모든 것(All About My Wife)
",4598583
1406,민규동,10027774,감독,"세상에서 가장 아름다운 이별(The Most Beautiful Goodbye)
",316788
1407,민규동,10027774,감독,"끝과 시작(In My End Is My Beginning)
",38809
1408,민규동,10027774,감독,"서양 골동 양과자점 앤티크(Antique)
",1173310
1409,민규동,10027774,감독,"내 생애 가장 아름다운 일주일(All For Love)
",2533103
1410,민규동,10027774,감독,"이공(Twentidentity)
",-1
1411,민규동,10027774,감독,"비밀과 거짓말(Secrets and Lies)
",-1
1412,민규동,10027774,감독,"여고괴담 두번째 이야기(Memento Mori)
",-1
1413,민규동,10027774,감독,"창백한푸른점(Pale Blue Dot)
",-1
1414,민규동,10027774,감독,"열일곱(Free To Fly)
",-1
1415,민규동,10027774,감독,"허스토리(Herstory)
",-1
1416,방수인,20302149,감독,"덕구(Stand by Me)
",313883
1417,방수인,20302149,감독,"워싱 머신(Washing Machine)
",-1
1418,박준수,20311772,감독,"번 더 스테이지: 더 무비(Burn the Stage: the Movie)
",307810
1419,김제영,10005652,감독,"치즈인더트랩(Cheese in the Trap)
",229005
1420,김제영,10005652,감독,"밤의 여왕(Queen of the Night)
",252475
1421,김제영,10005652,감독,"동행(Going Together)
",-1
1422,최상훈,10072304,감독,"속닥속닥(The Whispering)
",217444
1423,이한욱,20178069,감독,"나를 기억해(Marionette)
",140975
1424,이한욱,20178069,감독,"숨바꼭질(Hide N Seek)
",-1
1425,이해영,10058049,감독,독전: 익스텐디드 컷,137775
1426,이해영,10058049,감독,"독전(Believer)
",5063620
1427,이해영,10058049,감독,"경성학교: 사라진 소녀들(The Silenced)
",356342
1428,이해영,10058049,감독,"페스티발(Foxy Festival)
",200123
1429,이해영,10058049,감독,"천하장사 마돈나(Like A Virgin)
",678930
1430,신재호,20111176,감독,게이트-완결판,1339
1431,신재호,20111176,감독,"게이트(Gate)
",101173
1432,신재호,20111176,감독,"대결(Duel:The Final Round)
",32278
1433,신재호,20111176,감독,"치외법권(Untouchable Lawmen)
",346483
1434,신재호,20111176,감독,"따라지 : 비열한 거리(The Outsider: Mean Streets)
",11
1435,신재호,20111176,감독,"따라지: 비열한 거리 무삭제판(The Outsider: Mean Streets)
",1
1436,신재호,20111176,감독,"응징자(Days of Wrath)
",192347
1437,신재호,20111176,감독,"웨딩스캔들(Wedding Scandal)
",21295
1438,신재호,20111176,감독,"서유기 리턴즈(Supermonkey Returns)
",12696
1439,신재호,20111176,감독,"내사랑 싸가지(100 Days With Mr. Arrogant)
",1513000
1440,이경섭,20113175,감독,"여중생A(Student A)
",97849
1441,이경섭,20113175,감독,SESIFF2016 경쟁2 먹고사는 백만가지 방법,-1
1442,이경섭,20113175,감독,"2016 대단한단편영화제-단편 경쟁 섹션 2(COMPETITION SHORT FILMS SECTION 2)
",-1
1443,이경섭,20113175,감독,"어둠에서 빛이 흘러나오는 소리(The Sound of Light)
",-1
1444,이경섭,20113175,감독,8월 수요단편극장 “신스틸러의 단편”,-1
1445,이경섭,20113175,감독,"미성년(Miss The Train)
",-1
1446,이경섭,20113175,감독,2015 우수 단편영화 상영 01,-1
1447,이경섭,20113175,감독,"축지법과 비행술(Mr. V
1a30
ertigo)
",-1
1448,이경섭,20113175,감독,"여보세요(Hello)
",-1
1449,유영선,20157236,감독,"여곡성(The Wrath)
",67325
1450,유영선,20157236,감독,마녀+동면의 소녀,-1
1451,유영선,20157236,감독,"마녀(The Wicked)
",8144
1452,유영선,20157236,감독,"동면의 소녀(THE BIG SLEEP)
",-1
1453,김지열,20302509,감독,"번개맨과 신비의 섬(Lightning Man and The Mystery Island)
",60561
1454,허준형,20238387,감독,"머니백(Snatch Up)
",53610
1455,고경민,20283049,감독,"데자뷰(DEJA VU)
",48279
1456,이성재,20289230,감독,"비밥바룰라(Be-Bop-A-Lula)
",46817
1457,박진영,20305089,감독,"배반의 장미(Too Hot to Die)
",41054
1458,김정환,20309609,감독,"해피 투게더(Happy Together)
",24778
1459,강유선,20311974,감독,번개맨의 비밀,1289
