,영화명,개봉일,매출액,관객수,스크린수,상영횟수,배급사,영화코드,장르,감독,기사수,배우,관객평점,링크,개봉이전_날짜,개봉이전_스크린수,개봉이전_상영횟수,개봉이전_매출액,개봉이전_관객수,개봉이전_누적매출액,개봉이전_누적관객수,개봉이전_순위,개봉1일_날짜,개봉1일_스크린수,개봉1일_상영횟수,개봉1일_매출액,개봉1일_관객수,개봉1일_누적매출액,개봉1일_누적관객수,개봉1일_순위,개봉2일_날짜,개봉2일_스크린수,개봉2일_상영횟수,개봉2일_매출액,개봉2일_관객수,개봉2일_누적매출액,개봉2일_누적관객수,개봉2일_순위,개봉3일_날짜,개봉3일_스크린수,개봉3일_상영횟수,개봉3일_매출액,개봉3일_관객수,개봉3일_누적매출액,개봉3일_누적관객수,개봉3일_순위,개봉4일_날짜,개봉4일_스크린수,개봉4일_상영횟수,개봉4일_매출액,개봉4일_관객수,개봉4일_누적매출액,개봉4일_누적관객수,개봉4일_순위,개봉5일_날짜,개봉5일_스크린수,개봉5일_상영횟수,개봉5일_매출액,개봉5일_관객수,개봉5일_누적매출액,개봉5일_누적관객수,개봉5일_순위,개봉6일_날짜,개봉6일_스크린수,개봉6일_상영횟수,개봉6일_매출액,개봉6일_관객수,개봉6일_누적매출액,개봉6일_누적관객수,개봉6일_순위,개봉7일_날짜,개봉7일_스크린수,개봉7일_상영횟수,개봉7일_매출액,개봉7일_관객수,개봉7일_누적매출액,개봉7일_누적관객수,개봉7일_순위,개봉8일_날짜,개봉8일_스크린수,개봉8일_상영횟수,개봉8일_매출액,개봉8일_관객수,개봉8일_누적매출액,개봉8일_누적관객수,개봉8일_순위,개봉9일_날짜,개봉9일_스크린수,개봉9일_상영횟수,개봉9일_매출액,개봉9일_관객수,개봉9일_누적매출액,개봉9일_누적관객수,개봉9일_순위,개봉10일_날짜,개봉10일_스크린수,개봉10일_상영횟수,개봉10일_매출액,개봉10일_관객수,개봉10일_누적매출액,개봉10일_누적관객수,개봉10일_순위,기대지수,노기대지수
64,대호,20151216,12104808332,1584168,892,39599,(주)넥스트엔터테인먼트월드(NEW),20145171,사극,박훈정,15321,최민식|,8.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127496,개봉이전,27,92,"154,411,000","19,064","154,411,000","19,064",,개봉1일(12/16),892,"4,005","941,928,500","128,396","1,096,339,500","147,460",2.0,개봉2일(12/17),863,"3,534","783,721,700","107,684","1,880,061,200","255,144",3.0,개봉3일(12/18),832,"3,491","900,143,670","116,610","2,780,204,870","371,754",3.0,개봉4일(12/19),719,"3,157","1,470,319,464","185,048","4,250,524,334","556,802",3.0,개봉5일(12/20),706,"3,005","1,443,511,000","181,920","5,694,035,334","738,722",3.0,개봉6일(12/21),736,"2,989","498,190,700","67,049","6,192,226,034","805,771",3.0,개봉7일(12/22),730,"2,928","473,463,200","64,980","6,665,689,234","870,751",3.0,개봉8일(12/23),629,"2,360","422,157,800","58,592","7,087,847,034","929,343",3.0,개봉9일(12/24),608,"2,064","704,957,338","93,923","7,792,804,372","1,023,266",3.0,개봉10일(12/25),567,"1,892","1,320,421,939","166,212","9,113,226,311","1,189,478",4.0,8397,1702
65,차이나타운,20150429,11990370378,1472106,551,45137,CGV아트하우스,20149266,범죄,한준희,23441,김혜수|김고은|엄태구|,6.95,https://movie.naver.com/movie/bi/mi/basic.nhn?code=124041,개봉이전,22,39,"55,542,500","6,348","55,542,500","6,348",,개봉1일(04/29),443,"2,077","623,852,500","90,899","679,395,000","97,247",2.0,개봉2일(04/30),495,"2,272","673,615,900","88,335","1,353,010,900","185,582",2.0,개봉3일(05/01),500,"2,277","1,130,123,610","135,205","2,483,134,510","320,787",2.0,개봉4일(05/02),551,"2,341","1,281,909,044","151,207","3,765,043,554","471,994",2.0,개봉5일(05/03),541,"2,308","1,296,741,600","152,370","5,061,785,154","624,364",2.0,개봉6일(05/04),537,"2,371","822,982,300","104,859","5,884,767,454","729,223",2.0,개봉7일(05/05),542,"2,064","1,106,381,600","130,500","6,991,149,054","859,723",2.0,개봉8일(05/06),536,"2,393","377,366,700","48,433","7,368,515,754","908,156",2.0,개봉9일(05/07),487,"2,238","334,950,700","43,274","7,703,466,454","951,430",2.0,개봉10일(05/08),496,"2,297","430,747,000","51,970","8,134,213,454","1,003,400",2.0,5953,991
66,장수상회,20150409,8737364643,1165780,688,52928,씨제이이앤엠(주),20140703,멜로/로맨스,강제규,9525,박근형|윤여정|조진웅|한지민|,8.88,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120125,개봉이전,38,116,"131,078,000","17,046","131,078,000","17,046",,개봉1일(04/09),640,"3,079","375,613,800","53,241","506,691,800","70,287",2.0,개봉2일(04/10),653,"3,215","446,727,265","58,574","953,419,065","128,861",3.0,개봉3일(04/11),688,"3,479","905,786,252","116,858","1,859,205,317","245,719",3.0,개봉4일(04/12),670,"3,343","865,013,400","110,839","2,724,218,717","356,558",2.0,개봉5일(04/13),632,"3,033","320,462,800","44,353","3,044,681,517","400,911",2.0,개봉6일(04/14),649,"3,061","356,017,700","50,146","3,400,699,217","451,057",2.0,개봉7일(04/15),645,"3,023","304,439,000","42,570","3,705,138,217","493,627",2.0,개봉8일(04/16),582,"2,717","299,600,100","42,040","4,004,738,317","535,667",2.0,개봉9일(04/17),605,"2,808","381,449,366","50,798","4,386,187,683","586,465",2.0,개봉10일(04/18),619,"3,046","746,732,760","94,657","5,132,920,443","681,122",2.0,15600,1136
67,성난 변호사,20151008,8723650039,1128288,607,36990,씨제이이앤엠(주),20142855,범죄,허종호,5356,이선균|김고은|임원희|,7.84,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129051,개봉이전,65,123,"109,047,400","13,682","109,047,400","13,682",,개봉1일(10/08),607,"2,839","659,208,600","89,466","768,256,000","103,148",2.0,개봉2일(10/09),593,"2,800","1,277,970,484","160,928","2,046,226,484","264,076",3.0,개봉3일(10/10),577,"2,666","1,264,173,155","156,779","3,310,399,639","420,855",3.0,개봉4일(10/11),551,"2,523","1,094,539,100","135,450","4,404,938,739","556,305",3.0,개봉5일(10/12),537,"2,495","347,897,600","46,545","4,752,836,339","602,850",3.0,개봉6일(10/13),556,"2,490","324,388,300","43,485","5,077,224,639","646,335",3.0,개봉7일(10/14),547,"2,434","295,699,000","48,417","5,372,923,639","694,752",3.0,개봉8일(10/15),448,"1,782","257,967,900","35,143","5,630,891,539","729,895",3.0,개봉9일(10/16),468,"1,884","389,876,700","50,736","6,020,768,239","780,631",3.0,개봉10일(10/17),464,"1,962","712,917,200","88,597","6,733,685,439","869,228",3.0,2973,470
68,간신,20150521,8946842910,1110246,697,40580,롯데쇼핑㈜롯데엔터테인먼트,20142402,사극,민규동,14926,주지훈|김강우|천호진|임지연|이유영|,6.89,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120123,개봉이전,10,40,"71,507,000","8,947","71,507,000","8,947",,개봉1일(05/21),674,"3,057","634,028,200","83,605","705,535,200","92,552",1.0,개봉2일(05/22),673,"3,140","762,496,310","92,994","1,468,031,510","185,546",3.0,개봉3일(05/23),697,"3,105","1,240,478,400","148,495","2,708,509,910","334,041",4.0,개봉4일(05/24),684,"3,010","1,272,105,300","151,096","3,980,615,210","485,137",4.0,개봉5일(05/25),653,"2,758","994,268,300","119,493","4,974,883,510","604,630",4.0,개봉6일(05/26),623,"2,823","334,539,300","44,454","5,309,422,810","649,084",3.0,개봉7일(05/27),554,"2,040","297,390,700","45,182","5,606,813,510","694,266",4.0,개봉8일(05/28),423,"1,508","238,358,900","31,806","5,845,172,410","726,072",4.0,개봉9일(05/29),427,"1,534","307,372,800","37,664","6,152,545,210","763,736",4.0,개봉10일(05/30),455,"1,413","549,638,900","65,359","6,702,184,110","829,095",6.0,4570,2003
69,그놈이다,20151028,8096427152,1046015,681,38678,CGV아트하우스,20157465,스릴러,윤준형,14737,주원|유해진|이유영|,6.95,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134960,개봉이전,17,39,"56,610,500","6,343","56,610,500","6,343",,개봉1일(10/28),510,"2,354","594,482,700","97,168","651,093,200","103,511",1.0,개봉2일(10/29),541,"2,518","516,924,300","68,453","1,168,017,500","171,964",1.0,개봉3일(10/30),590,"2,773","708,481,932","89,633","1,876,499,432","261,597",1.0,개봉4일(10/31),681,"3,282","1,551,089,022","190,672","3,427,588,454","452,269",1.0,개봉5일(11/01),670,"3,236","1,449,329,900","175,872","4,876,918,354","628,141",1.0,개봉6일(11/02),593,"2,957","435,978,700","57,274","5,312,897,054","685,415",1.0,개봉7일(11/03),608,"2,926","391,603,600","51,877","5,704,500,654","737,292",1.0,개봉8일(11/04),606,"2,968","379,360,600","50,609","6,083,861,254","787,901",1.0,개봉9일(11/05),482,"1,942","164,205,600","21,834","6,248,066,854","809,735",2.0,개봉10일(11/06),494,"1,984","207,320,801","26,036","6,455,387,655","835,771",2.0,5658,575
70,미쓰 와이프,20150813,7387086869,988451,437,28864,메가박스중앙(주)플러스엠,20143513,코미디,강효진,9913,엄정화|송승헌|,8.92,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129406,개봉이전,32,101,"125,436,000","15,981","125,436,000","15,981",,개봉1일(08/13),413,"1,645","404,203,300","56,370","529,639,300","72,351",5.0,개봉2일(08/14),415,"1,518","639,808,302","84,681","1,169,447,602","157,032",6.0,개봉3일(08/15),425,"1,412","693,986,309","90,596","1,863,433,911","247,628",5.0,개봉4일(08/16),437,"1,393","622,493,300","80,754","2,485,927,211","328,382",5.0,개봉5일(08/17),414,"1,508","310,320,300","42,213","2,796,247,511","370,595",4.0,개봉6일(08/18),427,"1,528","304,555,000","41,701","3,100,802,511","412,296",4.0,개봉7일(08/19),426,"1,535","357,537,300","48,889","3,458,339,811","461,185",3.0,개봉8일(08/20),293,768,"184,771,000","25,537","3,643,110,811","486,722",5.0,개봉9일(08/21),316,816,"235,826,475","30,551","3,878,937,286","517,273",6.0,개봉10일(08/22),314,799,"371,577,369","48,054","4,250,514,655","565,327",7.0,4930,729
71,허삼관,20150114,7408943569,955679,621,27645,(주)넥스트엔터테인먼트월드(NEW),20131262,드라마,하정우,11846,하정우|하지원|,7.51,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112268,개봉이전,37,53,"64,088,000","7,868","64,088,000","7,868",,개봉1일(01/14),584,"2,684","551,479,100","73,635","615,567,100","81,503",3.0,개봉2일(01/15),621,"2,687","630,807,800","84,013","1,246,374,900","165,516",3.0,개봉3일(01/16),582,"2,646","697,718,687","87,228","1,944,093,587","252,744",3.0,개봉4일(01/17),581,"2,524","1,390,044,382","172,506","3,334,137,969","425,250",4.0,개봉5일(01/18),559,"2,428","1,264,243,000","157,682","4,598,380,969","582,932",4.0,개봉6일(01/19),531,"2,322","407,690,700","54,693","5,006,071,669","637,625",3.0,개봉7일(01/20),530,"2,312","395,788,300","53,266","5,401,859,969","690,891",4.0,개봉8일(01/21),380,"1,024","191,094,100","26,099","5,592,954,069","716,990",6.0,개봉9일(01/22),375,999,"168,517,900","23,312","5,761,471,969","740,302",6.0,개봉10일(01/23),393,"1,015","201,853,200","25,778","5,963,325,169","766,080",6.0,10731,2165
72,살인의뢰,20150312,6986456737,855980,646,35244,씨네그루(주)다우기술,20148461,범죄,손용호,4746,김상경|김성균|박성웅|,6.72,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122916,개봉이전,9,25,"51,785,000","6,359","51,785,000","6,359",,개봉1일(03/12),481,"2,492","618,816,400","80,774","670,601,400","87,133",1.0,개봉2일(03/13),508,"2,626","729,568,040","88,138","1,400,169,440","175,271",1.0,개봉3일(03/14),646,"3,140","1,592,947,906","187,447","2,993,117,346","362,718",1.0,개봉4일(03/15),626,"3,023","1,133,174,900","133,817","4,126,292,246","496,535",2.0,개봉5일(03/16),550,"2,732","333,638,800","43,119","4,459,931,046","539,654",2.0,개봉6일(03/17),549,"2,666","284,955,600","37,066","4,744,886,646","576,720",2.0,개봉7일(03/18),547,"2,702","293,646,300","38,326","5,038,532,946","615,046",3.0,개봉8일(03/19),423,"2,028","196,657,700","25,769","5,235,190,646","640,815",5.0,개봉9일(03/20),444,"2,096","247,599,736","29,906","5,482,790,382","670,721",5.0,개봉10일(03/21),448,"2,075","487,875,955","57,684","5,970,666,337","728,405",5.0,8238,1486
73,손님,20150709,6385937880,828025,634,23404,씨제이이앤엠(주),20148844,판타지,김광태,73856,류승룡|이성민|천우희|이준|,6.49,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122984,개봉이전,18,40,"69,904,200","7,612","69,904,200","7,612",,개봉1일(07/09),493,"2,296","1,056,941,500","144,967","1,126,845,700","152,579",1.0,개봉2일(07/10),608,"2,643","863,345,021","112,763","1,990,190,721","265,342",3.0,개봉3일(07/11),634,"2,842","1,437,988,059","181,557","3,428,178,780","446,899",4.0,개봉4일(07/12),574,"2,498","1,140,226,200","142,884","4,568,404,980","589,783",4.0,개봉5일(07/13),499,"2,370","324,499,500","43,041","4,892,904,480","632,824",5.0,개봉6일(07/14),490,"2,263","273,543,600","36,635","5,166,448,080","669,459",5.0,개봉7일(07/15),427,"1,866","230,901,600","31,139","5,397,349,680","700,598",5.0,개봉8일(07/16),367,"1,201","146,553,200","19,837","5,543,902,880","720,435",6.0,개봉9일(07/17),368,"1,201","183,981,900","23,462","5,727,884,780","743,897",6.0,개봉10일(07/18),345,860,"242,763,500","30,040","5,970,648,280","773,937",7.0,7780,1337
74,열정같은소리하고있네,20151125,4758959902,654102,566,30459,(주)넥스트엔터테인먼트월드(NEW),20156748,드라마,정기훈,6445,정재영|박보영|,7.36,https://movie.naver.com/movie/bi/mi/basic.nhn?code=128258,개봉이전,22,53,"83,537,000","10,298","83,537,000","10,298",,개봉1일(11/25),550,"2,558","354,687,300","59,737","438,224,300","70,035",2.0,개봉2일(11/26),566,"2,565","327,406,900","45,872","765,631,200","115,907",2.0,개봉3일(11/27),560,"2,631","424,124,758","57,470","1,189,755,958","173,377",2.0,개봉4일(11/28),528,"2,571","674,674,826","85,758","1,864,430,784","259,135",3.0,개봉5일(11/29),533,"2,474","646,554,200","81,861","2,510,984,984","340,996",3.0,개봉6일(11/30),495,"2,330","260,308,100","37,007","2,771,293,084","378,003",2.0,개봉7일(12/01),535,"2,315","252,842,300","36,564","3,024,135,384","414,567",2.0,개봉8일(12/02),483,"2,286","220,048,100","30,175","3,244,183,484","444,742",2.0,개봉9일(12/03),393,"1,041","129,523,400","19,003","3,373,706,884","463,745",5.0,개봉10일(12/04),407,"1,088","165,710,763","23,274","3,539,417,647","487,019",5.0,8738,935
75,특종: 량첸살인기,20151022,4754763118,616481,776,31783,롯데쇼핑㈜롯데엔터테인먼트,20145504,스릴러,노덕,5544,조정석|이미숙|이하나|,7.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136007,개봉이전,34,120,"176,977,000","24,712","176,977,000","24,712",,개봉1일(10/22),776,"3,626","483,123,800","64,516","660,100,800","89,228",3.0,개봉2일(10/23),767,"3,649","629,928,896","80,057","1,290,029,696","169,285",3.0,개봉3일(10/24),743,"3,522","1,014,521,529","127,138","2,304,551,225","296,423",3.0,개봉4일(10/25),716,"3,320","846,454,800","105,113","3,151,006,025","401,536",3.0,개봉5일(10/26),677,"3,061","253,980,000","34,000","3,404,986,025","435,536",3.0,개봉6일(10/27),680,"3,036","259,569,600","34,972","3,664,555,625","470,508",3.0,개봉7일(10/28),436,"1,568","146,237,400","24,740","3,810,793,025","495,248",5.0,개봉8일(10/29),412,"1,452","99,151,500","13,381","3,909,944,525","508,629",6.0,개봉9일(10/30),419,"1,467","142,981,351","18,224","4,052,925,876","526,853",6.0,개봉10일(10/31),419,"1,375","246,511,342","30,856","4,299,437,218","557,709",6.0,2717,440
76,서부전선,20150924,4751661400,609063,509,18935,롯데쇼핑㈜롯데엔터테인먼트,20140193,전쟁,천성일,6398,설경구|여진구|,6.36,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125484,개봉이전,10,18,"38,842,000","4,899","38,842,000","4,899",,개봉1일(09/24),499,"2,120","349,709,600","47,432","388,551,600","52,331",5.0,개봉2일(09/25),489,"2,155","384,892,400","48,953","773,444,000","101,284",5.0,개봉3일(09/26),495,"2,018","639,115,200","79,513","1,412,559,200","180,797",5.0,개봉4일(09/27),509,"1,858","936,921,300","113,683","2,349,480,500","294,480",5.0,개봉5일(09/28),509,"1,691","963,976,800","121,069","3,313,457,300","415,549",5.0,개봉6일(09/29),489,"1,593","668,449,800","85,555","3,981,907,100","501,104",6.0,개봉7일(09/30),402,"1,273","141,915,700","21,874","4,123,822,800","522,978",6.0,개봉8일(10/01),350,924,"76,342,500","12,818","4,200,165,300","535,796",6.0,개봉9일(10/02),344,889,"77,592,100","10,318","4,277,757,400","546,114",7.0,개봉10일(10/03),339,761,"140,104,600","17,959","4,417,862,000","564,073",7.0,4085,1098
77,헬머니,20150305,4120166972,522929,422,24846,(주)넥스트엔터테인먼트월드(NEW),20148841,코미디,신한솔,3301,김수미|정만식|김정태|이태란|정애연|이영은|이아인|박준금|,6.82,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123470,개봉이전,12,18,"32,647,000","3,904","32,647,000","3,904",,개봉1일(03/05),368,"1,901","269,220,500","35,936","301,867,500","39,840",3.0,개봉2일(03/06),380,"1,968","321,768,945","40,055","623,636,445","79,895",3.0,개봉3일(03/07),422,"2,052","629,945,427","75,954","1,253,581,872","155,849",4.0,개봉4일(03/08),420,"2,007","633,643,800","76,288","1,887,225,672","232,137",3.0,개봉5일(03/09),398,"1,946","221,723,200","29,568","2,108,948,872","261,705",2.0,개봉6일(03/10),405,"1,950","222,389,800","29,959","2,331,338,672","291,664",2.0,개봉7일(03/11),411,"1,954","211,635,800","28,583","2,542,974,472","320,247",2.0,개봉8일(03/12),317,951,"108,324,200","15,051","2,651,298,672","335,298",6.0,개봉9일(03/13),321,967,"131,495,900","16,720","2,782,794,572","352,018",6.0,개봉10일(03/14),331,946,"273,168,900","33,126","3,055,963,472","385,144",6.0,6556,876
78,위험한 상견례 2,20150429,3575384754,472693,429,18409,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",20143512,멜로/로맨스,김진영,7415,진세연|홍종현|신정근|전수경|김응수|,6.69,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103381,개봉이전,13,28,"41,362,000","5,687","41,362,000","5,687",,개봉1일(04/29),341,783,"102,407,500","16,506","143,769,500","22,193",3.0,개봉2일(04/30),422,"1,583","203,702,800","28,561","347,472,300","50,754",3.0,개봉3일(05/01),427,"1,497","368,779,210","47,817","716,251,510","98,571",3.0,개봉4일(05/02),429,"1,378","435,392,044","55,005","1,151,643,554","153,576",3.0,개봉5일(05/03),424,"1,313","458,201,100","57,583","1,609,844,654","211,159",3.0,개봉6일(05/04),410,"1,303","329,350,200","45,225","1,939,194,854","256,384",3.0,개봉7일(05/05),401,"1,169","466,913,000","59,760","2,406,107,854","316,144",5.0,개봉8일(05/06),424,"1,370","130,349,000","17,700","2,536,456,854","333,844",3.0,개봉9일(05/07),310,775,"69,113,000","9,881","2,605,569,854","343,725",5.0,개봉10일(05/08),329,828,"114,579,700","15,322","2,720,149,554","359,047",5.0,2757,779
79,순수의 시대,20150305,3740948828,469891,546,23623,씨제이이앤엠(주),20136063,사극,안상훈,10096,신하균|장혁|강한나|강하늘|,6.27,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112041,개봉이전,23,51,"91,416,200","10,127","91,416,200","10,127",,개봉1일(03/05),512,"2,569","463,897,100","61,795","555,313,300","71,922",2.0,개봉2일(03/06),523,"2,648","484,582,655","59,611","1,039,895,955","131,533",2.0,개봉3일(03/07),546,"2,782","904,891,873","108,423","1,944,787,828","239,956",2.0,개봉4일(03/08),535,"2,631","701,621,500","84,349","2,646,409,328","324,305",2.0,개봉5일(03/09),518,"2,426","213,982,700","28,501","2,860,392,028","352,806",3.0,개봉6일(03/10),518,"2,369","193,424,100","25,985","3,053,816,128","378,791",3.0,개봉7일(03/11),508,"2,350","178,358,000","24,070","3,232,174,128","402,861",3.0,개봉8일(03/12),344,901,"62,205,800","8,513","3,294,379,928","411,374",7.0,개봉9일(03/13),327,890,"75,088,300","9,510","3,369,468,228","420,884",8.0,개봉10일(03/14),326,757,"125,148,800","15,399","3,494,617,028","436,283",8.0,7092,1436
80,오피스,20150903,3460460230,441208,425,18575,(주)리틀빅픽쳐스,20143511,스릴러,홍원찬,214023,고아성|박성웅|,6.42,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120141,개봉이전,14,70,"108,912,000","13,061","108,912,000","13,061",,개봉1일(09/03),382,"1,842","353,043,000","46,567","461,955,000","59,628",3.0,개봉2일(09/04),409,"1,882","393,379,193","49,454","855,334,193","109,082",3.0,개봉3일(09/05),415,"1,854","680,604,856","84,900","1,535,939,049","193,982",3.0,개봉4일(09/06),425,"1,792","588,195,700","73,136","2,124,134,749","267,118",4.0,개봉5일(09/07),386,"1,737","184,211,000","24,309","2,308,345,749","291,427",3.0,개봉6일(09/08),385,"1,723","165,205,000","21,851","2,473,550,749","313,278",3.0,개봉7일(09/09),380,"1,684","174,083,000","23,911","2,647,633,749","337,189",3.0,개봉8일(09/10),328,959,"81,321,500","10,794","2,728,955,249","347,983",7.0,개봉9일(09/11),333,"1,008","136,722,502","17,423","2,865,677,751","365,406",6.0,개봉10일(09/12),328,956,"248,316,879","31,448","3,113,994,630","396,854",6.0,3593,510
81,"협녀, 칼의 기억",20150813,3360045489,431310,572,16099,롯데쇼핑㈜롯데엔터테인먼트,20130021,사극,박흥식,10491,이병헌|전도연|김고은|,5.37,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98149,개봉이전,11,28,"51,439,000","6,453","51,439,000","6,453",,개봉1일(08/13),572,"2,679","593,991,700","79,801","645,430,700","86,254",4.0,개봉2일(08/14),562,"2,410","771,566,398","96,717","1,416,997,098","182,971",4.0,개봉3일(08/15),498,"1,893","709,127,791","88,403","2,126,124,889","271,374",6.0,개봉4일(08/16),484,"1,708","497,455,300","61,997","2,623,580,189","333,371",6.0,개봉5일(08/17),434,"1,744","160,671,700","21,598","2,784,251,889","354,969",6.0,개봉6일(08/18),435,"1,645","142,645,800","19,308","2,926,897,689","374,277",6.0,개봉7일(08/19),432,"1,575","151,158,800","20,123","3,078,056,489","394,400",6.0,개봉8일(08/20),223,367,"38,038,000","5,181","3,116,094,489","399,581",10.0,개봉9일(08/21),219,364,"36,956,500","4,709","3,153,050,989","404,290",10.0,개봉10일(08/22),191,282,"44,903,000","5,632","3,197,953,989","409,922",11.0,5465,5503
82,무뢰한,20150527,3262207431,414641,482,23660,CGV아트하우스,20130566,멜로/로맨스,오승욱,14066,전도연|김남길|박성웅|,7.78,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44911,개봉이전,21,46,"71,418,000","8,043","71,418,000","8,043",,개봉1일(05/27),482,"2,281","331,691,500","50,014","403,109,500","58,057",3.0,개봉2일(05/28),474,"2,292","269,502,300","36,257","672,611,800","94,314",3.0,개봉3일(05/29),477,"2,320","341,599,060","41,949","1,014,210,860","136,263",3.0,개봉4일(05/30),452,"2,099","620,285,071","74,544","1,634,495,931","210,807",5.0,개봉5일(05/31),433,"2,020","510,315,200","61,237","2,144,811,131","272,044",5.0,개봉6일(06/01),413,"2,008","180,512,400","24,245","2,325,323,531","296,289",4.0,개봉7일(06/02),411,"1,931","159,564,800","21,359","2,484,888,331","317,648",4.0,개봉8일(06/03),350,"1,328","99,761,100","13,261","2,584,649,431","330,909",5.0,개봉9일(06/04),284,798,"62,848,800","8,358","2,647,498,231","339,267",6.0,개봉10일(06/05),293,802,"77,977,100","9,364","2,725,475,331","348,631",7.0,4059,553
